frame;time;kinetic;gravitational;elastic;total
1;0.033333;5.043560;-163.837500;0.083392;-158.710600
2;0.066667;19.745440;-183.960800;0.625133;-163.590300
3;0.100000;43.329520;-213.655600;2.101209;-168.224800
4;0.133333;74.941280;-252.512800;4.975630;-172.595900
5;0.166667;113.702600;-300.101600;9.693586;-176.705400
6;0.200000;158.730700;-355.981000;16.691130;-180.559100
7;0.233333;209.150100;-419.697100;26.399410;-184.147600
8;0.266667;264.107600;-490.811100;39.253010;-187.450500
9;0.300000;322.731600;-568.879300;55.687040;-190.460700
10;0.333333;384.139000;-653.463100;76.141330;-193.182700
11;0.366667;447.457100;-744.120400;101.063900;-195.599400
12;0.400000;511.803400;-840.412200;130.907000;-197.701800
13;0.433333;576.288600;-941.895600;166.121200;-199.485900
14;0.466667;640.027500;-1048.130000;207.157100;-200.945600
15;0.500000;702.129900;-1158.670000;254.466200;-202.073400
16;0.533333;761.689100;-1273.070000;308.495600;-202.885300
17;0.566667;817.809900;-1390.884000;369.677900;-203.396200
18;0.600000;869.637300;-1511.665000;438.418100;-203.609200
19;0.633333;916.326500;-1634.964000;515.087200;-203.550200
20;0.666667;957.072800;-1760.326000;600.014400;-203.238800
21;0.700000;991.193400;-1887.313000;693.487000;-202.632100
22;0.733334;1017.975000;-2015.467000;795.705700;-201.785900
23;0.766667;1036.851000;-2144.348000;906.725500;-200.771900
24;0.800000;1047.495000;-2273.499000;1026.409000;-199.595000
25;0.833334;1049.992000;-2402.494000;1154.402000;-198.099700
26;0.866667;1044.690000;-2530.905000;1290.135000;-196.080100
27;0.900000;1032.652000;-2658.348000;1432.879000;-192.817500
28;0.933334;1015.047000;-2784.490000;1581.820000;-187.622800
29;0.966667;992.406900;-2908.996000;1736.044000;-180.545600
30;1.000000;965.250900;-3031.546000;1894.556000;-171.739900
31;1.033334;934.125000;-3151.815000;2056.331000;-161.359600
32;1.066667;899.609400;-3269.490000;2220.325000;-149.555400
33;1.100000;862.265100;-3384.260000;2385.476000;-136.518800
34;1.133334;822.633400;-3495.818000;2550.758000;-122.426900
35;1.166667;781.226100;-3603.859000;2715.138000;-107.494800
36;1.200000;738.515300;-3708.083000;2877.616000;-91.951480
37;1.233333;694.946800;-3808.197000;3037.224000;-76.026060
38;1.266667;650.955800;-3903.900000;3193.026000;-59.918210
39;1.300000;606.968700;-3994.914000;3344.083000;-43.861630
40;1.333333;563.409500;-4080.952000;3489.496000;-28.046810
41;1.366667;520.703600;-4161.751000;3628.349000;-12.699220
42;1.400000;479.277300;-4237.051000;3759.778000;2.004150
43;1.433333;439.557100;-4306.603000;3882.889000;15.843260
44;1.466667;401.970800;-4370.184000;3996.849000;28.636050
45;1.500000;366.940500;-4427.583000;4100.846000;40.203220
46;1.533333;334.875800;-4478.623000;4194.121000;50.373810
47;1.566666;306.157100;-4523.136000;4275.971000;58.992100
48;1.600000;281.125500;-4560.984000;4345.779000;65.920440
49;1.633333;260.072600;-4592.066000;4403.025000;71.032100
50;1.666666;243.238300;-4616.299000;4447.266000;74.204570
51;1.700000;230.818400;-4633.640000;4478.188000;75.365740
52;1.733333;222.960300;-4644.055000;4495.556000;74.460830
53;1.766666;219.751600;-4647.558000;4499.261000;71.455180
54;1.800000;221.213700;-4644.175000;4489.318000;66.356320
55;1.833333;227.304600;-4633.976000;4465.834000;59.162950
56;1.866666;237.925900;-4617.039000;4429.023000;49.909740
57;1.899999;252.928600;-4593.465000;4379.210000;38.673680
58;1.933333;272.117600;-4563.395000;4316.792000;25.514530
59;1.966666;295.254000;-4526.973000;4242.247000;10.527920
60;1.999999;322.055100;-4484.363000;4156.147000;-6.160736
61;2.033333;352.191900;-4435.750000;4059.148000;-24.410190
62;2.066666;385.289000;-4381.331000;3951.965000;-44.076200
63;2.099999;420.926600;-4321.315000;3835.387000;-65.001340
64;2.133333;458.641700;-4255.921000;3710.297000;-86.982330
65;2.166666;497.937800;-4185.381000;3577.613000;-109.830000
66;2.199999;538.294700;-4109.921000;3438.322000;-133.304400
67;2.233333;579.176500;-4029.792000;3293.432000;-157.183600
68;2.266666;620.034700;-3945.239000;3144.001000;-181.203300
69;2.299999;660.317000;-3856.520000;2991.091000;-205.111900
70;2.333333;699.477700;-3763.890000;2835.778000;-228.634400
71;2.366666;736.986300;-3667.610000;2679.120000;-251.503400
72;2.399999;772.332000;-3567.948000;2522.130000;-273.485200
73;2.433332;805.034400;-3465.183000;2365.809000;-294.340100
74;2.466666;834.651800;-3359.592000;2211.075000;-313.865800
75;2.499999;860.795000;-3251.462000;2058.792000;-331.875100
76;2.533332;883.127300;-3141.088000;1909.734000;-348.227200
77;2.566666;901.370600;-3028.768000;1764.612000;-362.785600
78;2.599999;915.304500;-2914.811000;1624.049000;-375.457600
79;2.633332;924.768300;-2799.532000;1488.587000;-386.176300
80;2.666666;929.660900;-2683.250000;1358.690000;-394.898900
81;2.699999;929.925100;-2566.290000;1234.749000;-401.616600
82;2.733332;925.505700;-2448.990000;1117.080000;-406.403400
83;2.766665;916.206200;-2331.710000;1005.948000;-409.556000
84;2.799999;901.525400;-2214.842000;901.574300;-411.742600
85;2.833332;881.304200;-2098.818000;804.122000;-413.391900
86;2.866665;855.598900;-1984.079000;713.689100;-414.791100
87;2.899999;824.670700;-1871.075000;630.299300;-416.104900
88;2.933332;788.904400;-1760.264000;553.912700;-417.447300
89;2.966665;748.797600;-1652.097000;484.425800;-418.873500
90;2.999999;704.923800;-1547.025000;421.674700;-420.426000
91;3.033332;657.928900;-1445.481000;365.436100;-422.116400
92;3.066665;608.501900;-1347.885000;315.437400;-423.945200
93;3.099998;557.366000;-1254.639000;271.361000;-425.912400
94;3.133332;505.264200;-1166.121000;232.848800;-428.008100
95;3.166665;452.946200;-1082.688000;199.515900;-430.225700
96;3.199998;401.158400;-1004.667000;170.954700;-432.553800
97;3.233332;350.630500;-932.362800;146.748400;-434.983900
98;3.266665;302.064700;-866.045200;126.479700;-437.500800
99;3.299998;256.121600;-805.958100;109.743100;-440.093400
