frame;time;kinetic;gravitational;elastic;total
1;0.033333;0.051236;-0.077469;4.856438;4.830205
2;0.066667;0.186844;-0.234868;54.842050;54.794030
3;0.100000;0.364279;-0.477581;229.448500;229.335200
4;0.133333;0.539538;-0.784639;590.446500;590.201400
5;0.166667;0.690831;-1.130714;1119.590000;1119.150000
6;0.200000;0.831380;-1.489963;1710.460000;1709.801000
7;0.233333;0.999866;-1.839649;2199.489000;2198.649000
8;0.266667;1.237347;-2.164150;2428.616000;2427.690000
9;0.300000;1.559679;-2.456863;2327.816000;2326.919000
10;0.333333;1.948586;-2.720774;1961.658000;1960.886000
11;0.366667;2.362654;-2.967660;1461.454000;1460.849000
12;0.400000;2.759949;-3.215306;1004.608000;1004.153000
13;0.433333;3.123526;-3.483944;710.414200;710.053800
14;0.466667;3.461881;-3.792640;593.614100;593.283400
15;0.500000;3.799279;-4.155473;639.333900;638.977700
16;0.533333;4.161183;-4.578927;794.918800;794.501000
17;0.566667;4.556942;-5.060565;1008.076000;1007.572000
18;0.600000;4.963185;-5.588954;1289.053000;1288.427000
19;0.633333;5.349545;-6.144744;1698.568000;1697.773000
20;0.666667;5.704175;-6.704054;2200.025000;2199.025000
21;0.700000;6.036429;-7.241730;2696.812000;2695.606000
22;0.733334;6.376944;-7.735200;3068.155000;3066.796000
23;0.766667;6.755952;-8.168152;3187.143000;3185.731000
24;0.800000;7.187118;-8.533494;3003.027000;3001.681000
25;0.833334;7.657878;-8.834715;2572.551000;2571.374000
26;0.866667;8.130584;-9.084796;2023.693000;2022.738000
27;0.900000;8.567028;-9.302398;1481.558000;1480.823000
28;0.933334;8.950123;-9.508373;1030.827000;1030.269000
29;0.966667;9.285219;-9.722897;721.243500;720.805800
30;1.000000;9.588504;-9.961253;547.002900;546.630200
31;1.033334;9.876954;-10.232220;497.026900;496.671700
32;1.066667;10.155870;-10.537340;570.554100;570.172700
33;1.100000;10.416780;-10.870250;771.908200;771.454700
34;1.133334;10.638020;-11.216400;1123.691000;1123.113000
35;1.166667;10.805290;-11.555350;1596.248000;1595.498000
36;1.200000;10.921550;-11.864560;2103.169000;2102.226000
37;1.233333;10.999940;-12.123080;2566.240000;2565.117000
38;1.266667;11.078080;-12.314600;2843.306000;2842.070000
39;1.300000;11.164920;-12.430440;2877.068000;2875.802000
40;1.333333;11.256390;-12.470000;2697.972000;2696.758000
41;1.366667;11.339000;-12.440360;2349.790000;2348.689000
42;1.400000;11.389520;-12.354660;1939.813000;1938.847000
43;1.433333;11.393260;-12.229550;1550.531000;1549.695000
44;1.466667;11.342330;-12.081610;1252.773000;1252.033000
45;1.500000;11.241850;-11.924800;1066.368000;1065.685000
