frame;time;kinetic;gravitational;elastic;total
1;0.033333;0.043256;-0.178113;0.125609;-0.009248
2;0.066667;0.133812;-0.341253;0.824888;0.617447
3;0.100000;0.213326;-0.537171;2.168167;1.844321
4;0.133333;0.262851;-0.728652;3.394232;2.928431
5;0.166667;0.320367;-0.891943;3.574704;3.003128
6;0.200000;0.411044;-1.029530;2.739532;2.121046
7;0.233333;0.527014;-1.154537;1.497256;0.869734
8;0.266667;0.678973;-1.287068;0.501210;-0.106884
9;0.300000;0.867824;-1.453912;0.085826;-0.500262
10;0.333333;1.096492;-1.677665;0.048225;-0.532948
11;0.366667;1.343665;-1.965955;0.052049;-0.570241
12;0.400000;1.592187;-2.313116;0.102555;-0.618375
13;0.433333;1.762520;-2.692240;0.374607;-0.555114
14;0.466667;1.808194;-3.066241;0.951842;-0.306205
15;0.500000;1.759088;-3.405521;1.494943;-0.151490
16;0.533333;1.670710;-3.701173;1.722501;-0.307963
17;0.566667;1.637902;-3.957915;1.528330;-0.791684
18;0.600000;1.690576;-4.188574;1.065429;-1.432569
19;0.633333;1.832262;-4.409740;0.575950;-2.001529
20;0.666667;2.055836;-4.638574;0.235136;-2.347601
21;0.700000;2.336749;-4.890597;0.081809;-2.472039
22;0.733334;2.642832;-5.179255;0.041397;-2.495026
23;0.766667;2.950481;-5.510981;0.050978;-2.509522
24;0.800000;3.240867;-5.881840;0.181023;-2.459950
25;0.833334;3.462355;-6.275162;0.567847;-2.244960
26;0.866667;3.597434;-6.665333;1.158857;-1.909042
