frame;time;kinetic;gravitational;elastic;total
1;0.033333;0.094195;-0.077656;4.208044;4.224582
2;0.066667;13.376460;-0.237345;1267.531000;1280.670000
3;0.100000;115.060000;-0.484641;50962.650000;51077.230000
4;0.133333;147.551700;-0.760295;64746.920000;64893.710000
5;0.166667;146.724900;-0.988995;96461.310000;96607.050000
6;0.200000;131.939800;-1.193309;96060.800000;96191.550000
7;0.233333;133.048800;-1.413605;63139.680000;63271.310000
8;0.266667;154.046300;-1.630149;42802.030000;42954.450000
9;0.300000;168.008600;-1.808180;52375.050000;52541.250000
10;0.333333;176.566700;-1.943362;33718.790000;33893.410000
11;0.366667;182.256600;-2.057944;68685.560000;68865.760000
12;0.400000;171.673200;-2.182638;75436.250000;75605.740000
13;0.433333;179.687200;-2.336856;95600.610000;95777.960000
14;0.466667;194.484100;-2.527551;89960.300000;90152.250000
15;0.500000;206.441300;-2.716762;94526.610000;94730.340000
16;0.533333;218.409500;-2.865669;116856.100000;117071.600000
17;0.566667;234.195500;-2.929194;144952.100000;145183.400000
18;0.600000;254.809300;-2.859260;169897.600000;170149.500000
19;0.633333;272.033000;-2.639883;199274.000000;199543.400000
20;0.666667;296.267400;-2.295587;209479.000000;209773.000000
21;0.700000;313.573300;-1.863245;200716.000000;201027.700000
22;0.733334;317.018900;-1.370659;186324.400000;186640.100000
23;0.766667;330.887900;-0.851302;195856.800000;196186.800000
24;0.800000;317.534900;-0.337290;243572.400000;243889.600000
25;0.833334;354.683900;0.150110;201011.600000;201366.400000
26;0.866667;326.186200;0.610703;184301.200000;184628.000000
27;0.900000;330.393300;1.065544;246983.800000;247315.200000
28;0.933334;337.375700;1.554241;245984.000000;246323.000000
29;0.966667;371.739800;2.063380;202387.100000;202760.900000
30;1.000000;356.586900;2.551381;216073.000000;216432.100000
31;1.033334;357.280600;3.001931;241685.100000;242045.300000
32;1.066667;345.080100;3.422490;225230.200000;225578.700000
33;1.100000;333.655800;3.814718;292965.300000;293302.800000
34;1.133334;340.848900;4.158288;285401.600000;285746.600000
35;1.166667;323.866300;4.483562;258704.000000;259032.400000
36;1.200000;282.451300;4.809274;247732.900000;248020.100000
37;1.233333;313.227500;5.093668;205530.200000;205848.500000
38;1.266667;351.911000;5.292602;196341.300000;196698.500000
39;1.300000;347.123700;5.398232;415422.700000;415775.200000
40;1.333333;394.493500;5.507241;508811.500000;509211.500000
41;1.366667;434.090200;5.765684;931462.900000;931902.800000
42;1.400000;369.714900;6.159600;415273.200000;415649.100000
