frame;time;current;rest
1;0.033333;100.008500;99.999340;1.000091
2;0.066667;100.031700;99.999340;1.000323
3;0.100000;100.073600;99.999340;1.000743
4;0.133333;100.137400;99.999340;1.001380
5;0.166667;100.223600;99.999340;1.002243
6;0.200000;100.331400;99.999340;1.003320
7;0.233333;100.457500;99.999340;1.004582
8;0.266667;100.598700;99.999340;1.005994
9;0.300000;100.751100;99.999340;1.007518
10;0.333333;100.910800;99.999340;1.009115
11;0.366667;101.074300;99.999340;1.010750
12;0.400000;101.238100;99.999340;1.012387
13;0.433333;101.398500;99.999340;1.013992
14;0.466667;101.553000;99.999340;1.015537
15;0.500000;101.699100;99.999340;1.016997
16;0.533333;101.835500;99.999340;1.018362
17;0.566667;101.963000;99.999340;1.019637
18;0.600000;102.078000;99.999340;1.020787
19;0.633333;102.179600;99.999340;1.021803
20;0.666667;102.269700;99.999340;1.022704
21;0.700000;102.350500;99.999340;1.023512
22;0.733334;102.423800;99.999340;1.024245
23;0.766667;102.490300;99.999340;1.024910
24;0.800000;102.550300;99.999340;1.025510
25;0.833334;102.602700;99.999340;1.026033
26;0.866667;102.646200;99.999340;1.026469
27;0.900000;102.679500;99.999340;1.026802
28;0.933334;102.700700;99.999340;1.027014
29;0.966667;102.707100;99.999340;1.027078
30;1.000000;102.697200;99.999340;1.026978
31;1.033334;102.669100;99.999340;1.026698
32;1.066667;102.622600;99.999340;1.026233
33;1.100000;102.558300;99.999340;1.025590
34;1.133334;102.478300;99.999340;1.024789
35;1.166667;102.385300;99.999340;1.023859
36;1.200000;102.282900;99.999340;1.022836
37;1.233333;102.174300;99.999340;1.021750
38;1.266667;102.062800;99.999340;1.020635
39;1.300000;101.950400;99.999340;1.019511
40;1.333333;101.838400;99.999340;1.018391
41;1.366667;101.727100;99.999340;1.017278
42;1.400000;101.617100;99.999340;1.016178
43;1.433333;101.508700;99.999340;1.015093
44;1.466667;101.402400;99.999340;1.014030
45;1.500000;101.299000;99.999340;1.012996
46;1.533333;101.199800;99.999340;1.012005
47;1.566666;101.106000;99.999340;1.011066
48;1.600000;101.018700;99.999340;1.010194
49;1.633333;100.939300;99.999340;1.009400
50;1.666666;100.869100;99.999340;1.008698
51;1.700000;100.809000;99.999340;1.008097
52;1.733333;100.760200;99.999340;1.007608
53;1.766666;100.723600;99.999340;1.007242
54;1.800000;100.699700;99.999340;1.007004
55;1.833333;100.689100;99.999340;1.006898
56;1.866666;100.692000;99.999340;1.006927
57;1.899999;100.708200;99.999340;1.007088
58;1.933333;100.737300;99.999340;1.007380
59;1.966666;100.779000;99.999340;1.007796
60;1.999999;100.832500;99.999340;1.008331
61;2.033333;100.896900;99.999340;1.008976
62;2.066666;100.971700;99.999340;1.009724
63;2.099999;101.055500;99.999340;1.010562
64;2.133333;101.147200;99.999340;1.011478
65;2.166666;101.245300;99.999340;1.012459
66;2.199999;101.348300;99.999340;1.013489
67;2.233333;101.454500;99.999340;1.014552
68;2.266666;101.561900;99.999340;1.015626
69;2.299999;101.668300;99.999340;1.016690
70;2.333333;101.771900;99.999340;1.017726
71;2.366666;101.870600;99.999340;1.018713
72;2.399999;101.962600;99.999340;1.019632
73;2.433332;102.046400;99.999340;1.020471
74;2.466666;102.121500;99.999340;1.021222
75;2.499999;102.187400;99.999340;1.021880
76;2.533332;102.244200;99.999340;1.022449
77;2.566666;102.292900;99.999340;1.022936
78;2.599999;102.333900;99.999340;1.023346
79;2.633332;102.367200;99.999340;1.023679
80;2.666666;102.393100;99.999340;1.023938
81;2.699999;102.410700;99.999340;1.024114
82;2.733332;102.419100;99.999340;1.024198
83;2.766665;102.417700;99.999340;1.024184
84;2.799999;102.406400;99.999340;1.024071
85;2.833332;102.385100;99.999340;1.023857
86;2.866665;102.354900;99.999340;1.023555
87;2.899999;102.317000;99.999340;1.023177
88;2.933332;102.272400;99.999340;1.022731
89;2.966665;102.222500;99.999340;1.022232
90;2.999999;102.168100;99.999340;1.021688
91;3.033332;102.110300;99.999340;1.021110
92;3.066665;102.049300;99.999340;1.020500
93;3.099998;101.985900;99.999340;1.019865
