frame;time;current;rest
1;0.033333;100.007200;99.999340;1.000079
2;0.066667;100.028300;99.999340;1.000289
3;0.100000;100.065800;99.999340;1.000664
4;0.133333;100.122300;99.999340;1.001229
5;0.166667;100.197100;99.999340;1.001978
6;0.200000;100.287200;99.999340;1.002879
7;0.233333;100.388600;99.999340;1.003893
8;0.266667;100.496600;99.999340;1.004973
9;0.300000;100.606800;99.999340;1.006074
10;0.333333;100.715000;99.999340;1.007157
11;0.366667;100.817100;99.999340;1.008178
12;0.400000;100.909400;99.999340;1.009100
13;0.433333;100.987400;99.999340;1.009881
14;0.466667;101.048500;99.999340;1.010492
15;0.500000;101.090400;99.999340;1.010911
16;0.533333;101.113800;99.999340;1.011145
17;0.566667;101.121300;99.999340;1.011220
18;0.600000;101.116700;99.999340;1.011174
19;0.633333;101.105700;99.999340;1.011064
20;0.666667;101.093500;99.999340;1.010942
21;0.700000;101.085000;99.999340;1.010857
22;0.733334;101.083800;99.999340;1.010844
23;0.766667;101.091600;99.999340;1.010922
24;0.800000;101.108800;99.999340;1.011094
25;0.833334;101.133500;99.999340;1.011341
26;0.866667;101.163100;99.999340;1.011638
27;0.900000;101.194500;99.999340;1.011952
28;0.933334;101.223900;99.999340;1.012246
29;0.966667;101.248700;99.999340;1.012494
30;1.000000;101.266100;99.999340;1.012668
31;1.033334;101.275100;99.999340;1.012758
32;1.066667;101.275200;99.999340;1.012759
33;1.100000;101.267100;99.999340;1.012678
34;1.133334;101.253000;99.999340;1.012537
35;1.166667;101.236000;99.999340;1.012367
36;1.200000;101.219100;99.999340;1.012198
37;1.233333;101.201500;99.999340;1.012022
38;1.266667;101.178000;99.999340;1.011787
39;1.300000;101.142800;99.999340;1.011434
40;1.333333;101.093500;99.999340;1.010942
41;1.366667;101.032300;99.999340;1.010329
42;1.400000;100.962900;99.999340;1.009636
43;1.433333;100.889900;99.999340;1.008906
44;1.466667;100.816800;99.999340;1.008174
45;1.500000;100.744400;99.999340;1.007450
46;1.533333;100.673300;99.999340;1.006740
47;1.566666;100.604200;99.999340;1.006048
48;1.600000;100.538300;99.999340;1.005389
49;1.633333;100.477500;99.999340;1.004782
50;1.666666;100.423700;99.999340;1.004243
51;1.700000;100.378400;99.999340;1.003791
52;1.733333;100.343000;99.999340;1.003436
53;1.766666;100.318500;99.999340;1.003191
54;1.800000;100.305000;99.999340;1.003056
55;1.833333;100.301600;99.999340;1.003023
56;1.866666;100.308300;99.999340;1.003090
57;1.899999;100.325600;99.999340;1.003263
58;1.933333;100.353400;99.999340;1.003541
59;1.966666;100.391300;99.999340;1.003920
60;1.999999;100.438200;99.999340;1.004389
61;2.033333;100.493100;99.999340;1.004938
62;2.066666;100.554600;99.999340;1.005552
63;2.099999;100.620500;99.999340;1.006212
64;2.133333;100.689300;99.999340;1.006900
65;2.166666;100.759400;99.999340;1.007601
66;2.199999;100.829600;99.999340;1.008303
67;2.233333;100.898400;99.999340;1.008991
68;2.266666;100.963800;99.999340;1.009645
69;2.299999;101.024000;99.999340;1.010246
70;2.333333;101.077200;99.999340;1.010778
71;2.366666;101.122600;99.999340;1.011232
72;2.399999;101.160100;99.999340;1.011608
73;2.433332;101.190200;99.999340;1.011909
74;2.466666;101.213700;99.999340;1.012143
75;2.499999;101.232000;99.999340;1.012326
76;2.533332;101.246400;99.999340;1.012471
77;2.566666;101.258600;99.999340;1.012593
78;2.599999;101.269100;99.999340;1.012698
79;2.633332;101.277800;99.999340;1.012784
80;2.666666;101.283500;99.999340;1.012842
81;2.699999;101.284800;99.999340;1.012855
82;2.733332;101.280300;99.999340;1.012810
83;2.766665;101.269600;99.999340;1.012703
84;2.799999;101.253700;99.999340;1.012543
85;2.833332;101.234800;99.999340;1.012354
86;2.866665;101.215500;99.999340;1.012161
87;2.899999;101.197600;99.999340;1.011982
88;2.933332;101.182100;99.999340;1.011827
89;2.966665;101.168900;99.999340;1.011696
90;2.999999;101.157000;99.999340;1.011576
91;3.033332;101.144600;99.999340;1.011453
92;3.066665;101.129800;99.999340;1.011305
93;3.099998;101.111300;99.999340;1.011119
94;3.133332;101.088500;99.999340;1.010891
95;3.166665;101.061900;99.999340;1.010625
96;3.199998;101.032300;99.999340;1.010329
97;3.233332;101.000300;99.999340;1.010009
98;3.266665;100.966300;99.999340;1.009670
99;3.299998;100.930700;99.999340;1.009314
100;3.333332;100.894200;99.999340;1.008949
