frame;time;current;rest
1;0.033333;100.008100;99.999340;1.000088
2;0.066667;100.030400;99.999340;1.000310
3;0.100000;100.068900;99.999340;1.000696
4;0.133333;100.125200;99.999340;1.001258
5;0.166667;100.198100;99.999340;1.001987
6;0.200000;100.284500;99.999340;1.002852
7;0.233333;100.381100;99.999340;1.003817
8;0.266667;100.483600;99.999340;1.004843
9;0.300000;100.588300;99.999340;1.005890
10;0.333333;100.691000;99.999340;1.006916
11;0.366667;100.788600;99.999340;1.007892
12;0.400000;100.877300;99.999340;1.008779
13;0.433333;100.954200;99.999340;1.009548
14;0.466667;101.017300;99.999340;1.010180
15;0.500000;101.065600;99.999340;1.010663
16;0.533333;101.099600;99.999340;1.011003
17;0.566667;101.121500;99.999340;1.011221
18;0.600000;101.133800;99.999340;1.011345
19;0.633333;101.140700;99.999340;1.011414
20;0.666667;101.145700;99.999340;1.011464
21;0.700000;101.151700;99.999340;1.011524
22;0.733334;101.160700;99.999340;1.011614
23;0.766667;101.172800;99.999340;1.011734
24;0.800000;101.187500;99.999340;1.011881
25;0.833334;101.202900;99.999340;1.012036
26;0.866667;101.217000;99.999340;1.012177
27;0.900000;101.227400;99.999340;1.012281
28;0.933334;101.232600;99.999340;1.012332
29;0.966667;101.231100;99.999340;1.012318
30;1.000000;101.222700;99.999340;1.012234
31;1.033334;101.207800;99.999340;1.012084
32;1.066667;101.186900;99.999340;1.011876
33;1.100000;101.161400;99.999340;1.011621
34;1.133334;101.132600;99.999340;1.011333
35;1.166667;101.100500;99.999340;1.011011
36;1.200000;101.064300;99.999340;1.010649
37;1.233333;101.022500;99.999340;1.010232
38;1.266667;100.974200;99.999340;1.009749
39;1.300000;100.919700;99.999340;1.009203
40;1.333333;100.860800;99.999340;1.008615
41;1.366667;100.800300;99.999340;1.008010
42;1.400000;100.740300;99.999340;1.007410
43;1.433333;100.683000;99.999340;1.006837
44;1.466667;100.629800;99.999340;1.006305
45;1.500000;100.582500;99.999340;1.005832
46;1.533333;100.542300;99.999340;1.005430
47;1.566666;100.510600;99.999340;1.005112
48;1.600000;100.488000;99.999340;1.004887
49;1.633333;100.475200;99.999340;1.004758
50;1.666666;100.471400;99.999340;1.004721
51;1.700000;100.476000;99.999340;1.004767
52;1.733333;100.488300;99.999340;1.004889
53;1.766666;100.507400;99.999340;1.005080
54;1.800000;100.533400;99.999340;1.005341
55;1.833333;100.566400;99.999340;1.005671
56;1.866666;100.606400;99.999340;1.006070
57;1.899999;100.652400;99.999340;1.006531
58;1.933333;100.703800;99.999340;1.007044
59;1.966666;100.758600;99.999340;1.007593
60;1.999999;100.815100;99.999340;1.008158
61;2.033333;100.871400;99.999340;1.008721
62;2.066666;100.925700;99.999340;1.009264
63;2.099999;100.977100;99.999340;1.009777
64;2.133333;101.024800;99.999340;1.010254
65;2.166666;101.068400;99.999340;1.010691
66;2.199999;101.107100;99.999340;1.011078
67;2.233333;101.140500;99.999340;1.011412
68;2.266666;101.168100;99.999340;1.011688
69;2.299999;101.189700;99.999340;1.011904
70;2.333333;101.205300;99.999340;1.012059
71;2.366666;101.215600;99.999340;1.012163
72;2.399999;101.221700;99.999340;1.012224
73;2.433332;101.224900;99.999340;1.012255
74;2.466666;101.225400;99.999340;1.012261
75;2.499999;101.223600;99.999340;1.012242
76;2.533332;101.219000;99.999340;1.012197
77;2.566666;101.211500;99.999340;1.012121
78;2.599999;101.200800;99.999340;1.012015
79;2.633332;101.187200;99.999340;1.011879
80;2.666666;101.171100;99.999340;1.011718
81;2.699999;101.152800;99.999340;1.011534
82;2.733332;101.132400;99.999340;1.011331
83;2.766665;101.110900;99.999340;1.011116
84;2.799999;101.088500;99.999340;1.010892
85;2.833332;101.065900;99.999340;1.010666
86;2.866665;101.042900;99.999340;1.010435
87;2.899999;101.019500;99.999340;1.010202
88;2.933332;100.996000;99.999340;1.009966
89;2.966665;100.971600;99.999340;1.009723
