frame;time;kinetic;gravitational;elastic;total
1;0.033333;2.871785;-0.076344;2.654191;5.449632
2;0.066667;66.469930;-0.171881;121.315300;187.613300
3;0.100000;75689.120000;1.105390;717394.900000;793085.200000
4;0.133333;1527635000.000000;236.363800;109274800000.000000;110802400000.000000
5;0.166667;30156920000000000.000000;41937610.000000;849772300000000000.000000;879929300000000000.000000
6;0.200000;123634100000000000000000000.000000;28590830000.000000;19881810000000000000000000000.000000;20005440000000000000000000000.000000
7;0.233333;Infinity;72335020000000000000000.000000;Infinity;Infinity
8;0.266667;NaN;NaN;NaN;NaN
9;0.300000;NaN;NaN;NaN;NaN
10;0.333333;NaN;NaN;NaN;NaN
11;0.366667;NaN;NaN;NaN;NaN
12;0.400000;NaN;NaN;NaN;NaN
13;0.433333;NaN;NaN;NaN;NaN
14;0.466667;NaN;NaN;NaN;NaN
15;0.500000;NaN;NaN;NaN;NaN
16;0.533333;NaN;NaN;NaN;NaN
17;0.566667;NaN;NaN;NaN;NaN
18;0.600000;NaN;NaN;NaN;NaN
19;0.633333;NaN;NaN;NaN;NaN
20;0.666667;NaN;NaN;NaN;NaN
21;0.700000;NaN;NaN;NaN;NaN
22;0.733334;NaN;NaN;NaN;NaN
