frame;time;kinetic;gravitational;elastic;total
1;0.041667;0.082564;-0.096211;1.801243;1.787596
2;0.083333;0.322160;-0.351523;21.815180;21.785820
3;0.125000;0.696612;-0.764039;97.518460;97.451030
4;0.166667;1.169620;-1.323369;285.936100;285.782400
5;0.208333;1.695904;-2.014730;652.886200;652.567400
6;0.250000;2.225222;-2.819311;1264.246000;1263.652000
7;0.291667;2.710971;-3.714058;2148.794000;2147.791000
8;0.333333;3.119806;-4.672873;3288.777000;3287.224000
9;0.375000;3.437720;-5.667691;4644.619000;4642.389000
10;0.416667;3.673790;-6.669550;6131.991000;6128.996000
11;0.458333;3.857856;-7.649998;7648.066000;7644.274000
12;0.500000;4.033130;-8.582683;9069.400000;9064.851000
13;0.541667;4.245948;-9.444915;10260.810000;10255.610000
14;0.583333;4.535128;-10.218490;11118.150000;11112.470000
15;0.625000;4.921978;-10.890310;11586.340000;11580.370000
16;0.666667;5.408725;-11.452950;11646.290000;11640.250000
17;0.708333;5.994197;-11.904540;11343.730000;11337.820000
18;0.750000;6.676547;-12.248410;10680.120000;10674.540000
19;0.791667;7.422137;-12.494000;9741.166000;9736.094000
20;0.833333;8.176658;-12.655900;8608.205000;8603.726000
21;0.875000;8.887620;-12.750980;7403.492000;7399.629000
22;0.916667;9.519808;-12.797830;6266.067000;6262.790000
23;0.958334;10.058020;-12.816830;5256.262000;5253.503000
24;1.000000;10.507200;-12.828900;4386.874000;4384.552000
25;1.041667;10.880960;-12.854200;3681.191000;3679.218000
26;1.083333;11.198910;-12.910160;3146.102000;3144.391000
27;1.125000;11.482260;-13.010070;2772.831000;2771.303000
28;1.166667;11.746020;-13.162830;2547.731000;2546.315000
29;1.208333;11.997820;-13.372530;2478.604000;2477.229000
30;1.250000;12.237630;-13.638890;2556.258000;2554.857000
31;1.291667;12.457210;-13.957690;2780.160000;2778.660000
32;1.333333;12.636090;-14.320640;3169.438000;3167.754000
33;1.375000;12.750390;-14.715770;3747.103000;3745.138000
34;1.416666;12.779920;-15.127170;4526.384000;4524.037000
35;1.458333;12.703540;-15.535230;5486.709000;5483.878000
36;1.500000;12.509410;-15.917910;6592.590000;6589.182000
37;1.541666;12.191250;-16.251980;7806.084000;7802.023000
38;1.583333;11.765720;-16.514160;9066.284000;9061.536000
39;1.625000;11.271150;-16.682200;10254.690000;10249.280000
40;1.666666;10.742440;-16.736310;11266.790000;11260.800000
41;1.708333;10.228410;-16.660770;11998.900000;11992.470000
42;1.749999;9.770549;-16.445220;12364.890000;12358.220000
43;1.791666;9.382850;-16.085090;12338.070000;12331.370000
44;1.833333;9.076925;-15.583200;11925.820000;11919.310000
45;1.874999;8.844984;-14.948800;11192.140000;11186.040000
46;1.916666;8.647789;-14.196770;10167.190000;10161.640000
47;1.958333;8.432352;-13.345770;8921.436000;8916.522000
48;1.999999;8.158123;-12.417860;7634.755000;7630.496000
49;2.041666;7.803454;-11.437740;6402.458000;6398.824000
50;2.083333;7.358302;-10.432180;5265.588000;5262.514000
51;2.124999;6.821932;-9.427466;4275.284000;4272.678000
52;2.166666;6.221852;-8.448410;3413.377000;3411.151000
53;2.208333;5.592202;-7.518123;2695.751000;2693.825000
54;2.250000;4.943552;-6.657327;2161.148000;2159.434000
55;2.291666;4.317621;-5.882620;1778.175000;1776.610000
56;2.333333;3.743725;-5.205890;1529.421000;1527.959000
57;2.375000;3.233532;-4.633934;1384.091000;1382.690000
58;2.416667;2.788390;-4.170132;1319.834000;1318.452000
59;2.458333;2.422878;-3.813863;1346.586000;1345.195000
60;2.500000;2.125940;-3.561298;1457.842000;1456.407000
61;2.541667;1.878586;-3.405775;1672.893000;1671.366000
62;2.583333;1.665898;-3.338979;1976.766000;1975.093000
63;2.625000;1.465117;-3.350398;2410.604000;2408.719000
64;2.666667;1.275151;-3.426296;2948.492000;2946.341000
65;2.708334;1.085331;-3.550750;3582.820000;3580.355000
66;2.750000;0.906215;-3.707311;4267.616000;4264.814000
67;2.791667;0.763617;-3.881075;4932.517000;4929.399000
68;2.833334;0.668990;-4.060499;5544.141000;5540.750000
69;2.875001;0.625365;-4.237789;6022.150000;6018.538000
70;2.916667;0.631303;-4.408243;6373.494000;6369.717000
71;2.958334;0.705913;-4.569161;6543.097000;6539.234000
72;3.000001;0.854613;-4.719219;6549.200000;6545.335000
73;3.041668;1.090647;-4.859821;6301.375000;6297.606000
74;3.083334;1.405573;-4.995221;5877.196000;5873.606000
