frame;time;maxForce;avgForce;maxAccel
359;11.966710;1.81487;1.06747;1604.75
360;12.000050;0.803154;0.463954;684.593
361;12.033380;1.07113;0.622798;964.016
362;12.066710;3.11367;1.83383;2797.12
363;12.100050;4.51532;2.66125;4039.2
364;12.133380;4.98053;2.93138;4430.56
365;12.166720;4.57766;2.68828;4054.87
366;12.200050;3.49825;2.05124;3085.62
367;12.233380;2.03007;1.18639;1768.05
368;12.266720;0.475419;0.270041;386.191
369;12.300050;0.926846;0.54312;834.16
370;12.333380;1.77557;1.04823;1588.25
371;12.366720;1.77895;1.04617;1572.56
372;12.400050;0.78186;0.452094;665.505
373;12.433390;1.05643;0.615241;950.788
374;12.466720;3.06348;1.80307;2745.18
375;12.500050;4.43603;2.64102;3967.9
376;12.533390;4.92485;2.93411;4373.57
377;12.566720;4.58416;2.7688;4047.9
378;12.600050;3.67286;2.22893;3221.31
379;12.633390;2.41589;1.19063;2101.24
380;12.666720;0.64558;0.274057;522.474
381;12.700060;0.266771;0.103799;175.981
382;12.733390;0.221136;0.0643833;99.511
383;12.766720;0.204049;0.0693085;91.8218
384;12.800060;0.177426;0.0540448;79.8416
385;12.833390;0.349777;0.0686265;157.4
386;12.866720;0.350206;0.065033;157.593
387;12.900060;0.255675;0.0767637;115.054
388;12.933390;0.565368;0.106696;152.178
389;12.966730;0.577319;0.109919;142.722
390;13.000060;0.510339;0.118641;229.652
391;13.033390;0.377959;0.109211;138.203
392;13.066730;0.960174;0.168183;306.821
393;13.100060;0.854844;0.164616;301.851
394;13.133400;0.735914;0.132642;304.492
395;13.166730;1.10425;0.26234;496.911
396;13.200060;1.15519;0.457126;628.163
397;13.233400;1.10706;0.307688;501.669
398;13.266730;1.26402;0.174857;483.327
399;13.300060;1.48808;0.127688;669.635
400;13.333400;1.17643;0.1701;378.846
401;13.366730;1.05316;0.153168;473.919
402;13.400070;1.41971;0.146168;638.869
403;13.433400;1.38643;0.177892;329.478
404;13.466730;1.10547;0.153234;295.075
405;13.500070;0.581692;0.124365;241.818
406;13.533400;0.593519;0.135608;191.729
407;13.566730;0.675425;0.152309;151.97
408;13.600070;0.652634;0.155556;256.496
409;13.633400;0.513042;0.140017;164.841
410;13.666740;0.525374;0.149662;236.418
411;13.700070;0.483452;0.165726;217.553
412;13.733400;0.718227;0.198263;246.74
413;13.766740;0.825748;0.214518;304.244
414;13.800070;0.664672;0.201853;296.775
415;13.833400;0.693615;0.203891;262.93
416;13.866740;1.70095;0.301705;765.427
417;13.900070;1.68355;0.535125;650.236
418;13.933410;3.68606;0.705089;1286.28
419;13.966740;5.45047;1.06924;3285.29
420;14.000070;5.27101;1.51107;2873.09
421;14.033410;4.94555;1.7738;2476.13
422;14.066740;4.61054;1.85872;2081.25
423;14.100070;4.7968;1.70412;3037.92
424;14.133410;4.06863;1.28719;3661.76
425;14.166740;3.9104;0.828474;3370.06
426;14.200080;3.09167;0.62597;2687.56
427;14.233410;2.0235;0.397241;1804.03
428;14.266740;0.986579;0.234715;831.9
429;14.300080;0.70147;0.169963;315.577
430;14.333410;0.546774;0.178337;240.534
431;14.366740;0.54946;0.174965;247.257
432;14.400080;0.784743;0.177414;353.134
433;14.433410;0.646417;0.191411;245.875
434;14.466750;0.593911;0.213192;217.029
435;14.500080;0.730728;0.226937;290.421
436;14.533410;0.81592;0.228395;353.666
437;14.566750;0.792654;0.242008;307.216
438;14.600080;0.8321;0.264763;473.197
439;14.633420;1.1487;0.300814;598.067
440;14.666750;1.73586;0.355266;781.135
441;14.700080;1.91005;0.429707;755.708
442;14.733420;1.65152;0.523958;655.984
443;14.766750;3.61569;0.701396;1627.06
444;14.800080;5.24631;0.94299;2360.84
445;14.833420;5.94793;1.08427;2807.2
446;14.866750;5.76657;1.07418;5189.9
447;14.900090;5.86829;0.926843;5281.45
448;14.933420;4.35041;0.697633;3915.36
449;14.966750;2.36578;0.476266;2129.2
450;15.000090;0.978231;0.275812;539.175
451;15.033420;1.55854;0.232985;701.34
452;15.066750;2.22875;0.267658;1002.94
453;15.100090;3.13011;0.291922;1408.54
454;15.133420;2.50537;0.344469;1127.41
455;15.166760;2.4287;0.360032;1504.04
456;15.200090;1.83101;0.375769;1442.54
457;15.233420;1.24483;0.388599;722.058
458;15.266760;1.82397;0.394917;582.239
459;15.300090;1.80444;0.38436;785.135
460;15.333420;1.50892;0.358311;679.013
461;15.366760;1.20109;0.300165;540.491
462;15.400090;0.919811;0.251573;413.914
463;15.433430;0.80631;0.235121;501.204
464;15.466760;1.18807;0.285802;768.328
465;15.500090;1.82718;0.355435;822.231
466;15.533430;1.75695;0.407183;797.075
467;15.566760;1.75233;0.417215;1577.1
468;15.600090;1.42386;0.388794;1281.47
469;15.633430;0.987348;0.351805;697.89
470;15.666760;0.974644;0.310302;438.589
471;15.700100;0.863265;0.284263;388.468
472;15.733430;0.650508;0.276807;392.335
473;15.766760;0.793622;0.268219;681.356
474;15.800100;1.03785;0.271001;934.061
475;15.833430;1.22809;0.288052;1105.28
476;15.866770;1.2656;0.30283;1139.04
477;15.900100;1.22322;0.306684;1022.05
478;15.933430;1.07741;0.297876;844.317
479;15.966770;0.815851;0.27315;592.412
480;16.000100;0.631502;0.240521;321.772
481;16.033430;0.628387;0.19694;232.05
482;16.066760;0.472065;0.178861;286.304
483;16.100100;0.456593;0.174235;410.933
484;16.133430;0.590847;0.174075;487.465
485;16.166760;0.838525;0.177034;453.588
486;16.200100;0.638199;0.171238;372.9
487;16.233430;0.463425;0.163001;287.187
488;16.266760;0.580162;0.168173;261.072
489;16.300090;0.5755;0.174839;258.974
490;16.333430;0.610924;0.1909;274.915
491;16.366760;0.721205;0.197951;324.541
492;16.400090;0.594087;0.19054;240.777
493;16.433430;0.623675;0.176179;340.823
494;16.466760;0.693012;0.172582;512.763
495;16.500090;1.24358;0.184138;562.842
496;16.533420;1.121;0.197296;504.447
497;16.566760;1.2007;0.20719;540.315
498;16.600090;1.4783;0.221699;665.232
499;16.633420;1.44102;0.243677;648.459
500;16.666760;1.56591;0.276548;704.657
501;16.700090;1.53849;0.304646;688.247
502;16.733420;1.61288;0.306014;725.796
503;16.766750;1.43443;0.296235;645.491
504;16.800090;1.6868;0.278449;1518.12
505;16.833420;2.65888;0.258487;2392.99
506;16.866750;2.79603;0.240176;2516.43
507;16.900090;2.38244;0.219502;2144.19
508;16.933420;1.5975;0.195433;1437.75
509;16.966750;0.719041;0.176965;647.135
510;17.000080;0.587685;0.182476;238.516
511;17.033420;0.6503;0.211062;585.268
512;17.066750;0.535985;0.198714;465.648
513;17.100080;0.430945;0.163191;193.925
514;17.133420;0.687951;0.154945;544.725
515;17.166750;1.06128;0.148924;955.146
516;17.200080;0.865345;0.138278;778.809
517;17.233410;0.591064;0.119222;531.956
518;17.266750;0.353578;0.107055;312.764
519;17.300080;0.465484;0.100331;209.467
520;17.333410;0.46235;0.0920992;208.057
521;17.366740;0.379534;0.0803554;170.79
522;17.400080;0.291758;0.0716843;131.291
523;17.433410;0.287248;0.0672586;187.603
524;17.466740;0.341819;0.0637098;294.758
525;17.500080;0.367622;0.0647071;330.86
526;17.533410;0.403394;0.0667189;363.054
527;17.566740;0.439501;0.0678048;395.55
528;17.600070;0.459554;0.0702035;413.597
529;17.633410;0.463277;0.074161;416.949
530;17.666740;0.445299;0.0766421;400.768
531;17.700070;0.432692;0.0762082;389.422
532;17.733410;0.42107;0.0735592;378.962
533;17.766740;0.403698;0.072934;358.44
534;17.800070;0.378102;0.0769416;340.291
535;17.833400;0.347826;0.079903;313.043
536;17.866740;0.317239;0.0806414;285.515
537;17.900070;0.285402;0.0811455;256.862
538;17.933400;0.352406;0.0895842;233.195
539;17.966740;0.404647;0.103477;246.48
540;18.000070;0.370534;0.112107;270.841
541;18.033400;0.342414;0.111316;260.535
542;18.066730;0.376846;0.114215;268.405
543;18.100070;0.445926;0.132756;269.425
544;18.133400;0.595516;0.150149;288.52
545;18.166730;0.579306;0.166308;384.877
546;18.200070;0.523403;0.183813;418.691
547;18.233400;0.63982;0.213964;392.257
548;18.266730;0.687505;0.229627;467.671
549;18.300060;0.734988;0.218792;528.845
550;18.333400;0.641582;0.18813;434.388
551;18.366730;0.42436;0.148217;280.604
552;18.400060;0.291776;0.113769;131.436
553;18.433400;0.355273;0.110116;160.617
554;18.466730;0.384491;0.125908;229.785
555;18.500060;0.445942;0.121563;300.744
556;18.533390;0.476944;0.124729;372.775
557;18.566730;0.488602;0.141103;394.539
558;18.600060;0.455457;0.152958;359.917
559;18.633390;0.452984;0.153322;292.126
560;18.666730;0.416957;0.143247;259.051
561;18.700060;0.448003;0.135084;309.55
562;18.733390;0.545247;0.136539;445.848
563;18.766720;0.776601;0.148474;681.345
564;18.800060;1.12255;0.172007;1010.29
565;18.833390;1.42847;0.199722;1285.62
566;18.866720;1.49405;0.218786;1344.64
567;18.900050;1.33065;0.219665;1197.58
568;18.933390;0.978091;0.199486;880.28
569;18.966720;0.606247;0.1629;475.028
570;19.000050;0.482302;0.118978;150.398
571;19.033390;0.317616;0.092027;132.548
572;19.066720;0.269705;0.0825777;101.299
573;19.100050;0.306778;0.0815853;166.18
574;19.133380;0.577095;0.112621;519.384
575;19.166720;0.900334;0.151084;810.299
576;19.200050;1.113;0.17929;969.948
577;19.233380;1.16812;0.190183;967.812
578;19.266720;1.09253;0.180201;817.047
579;19.300050;0.76794;0.157984;576.867
580;19.333380;0.539865;0.127438;294.539
581;19.366710;0.44992;0.0970337;202.463
582;19.400050;0.348799;0.0848048;156.959
583;19.433380;0.311979;0.0776315;140.39
584;19.466710;0.582611;0.0641995;262.174
585;19.500050;0.451803;0.0783499;203.311
586;19.533380;0.479164;0.0949774;203.125
587;19.566710;0.549186;0.113983;291.753
588;19.600040;1.0617;0.131237;955.526
589;19.633380;0.958895;0.148343;863.004
590;19.666710;0.841057;0.15767;756.95
591;19.700040;0.719339;0.153266;647.403
592;19.733380;0.544959;0.137765;490.462
593;19.766710;0.353244;0.114314;299.94
594;19.800040;0.233482;0.088968;127.944
595;19.833370;0.191683;0.0695955;86.257
596;19.866710;0.160503;0.060921;70.7644
597;19.900040;0.182102;0.0634185;102.068
598;19.933370;0.194351;0.0700849;125.776
599;19.966710;0.234513;0.0890116;139.279
600;20.000040;0.414877;0.111995;186.694
601;20.033370;0.534555;0.129913;240.549
602;20.066700;0.538037;0.147872;410.515
603;20.100040;0.661097;0.162045;594.986
604;20.133370;0.623028;0.169186;560.724
605;20.166700;0.55597;0.169354;376.554
606;20.200040;0.469329;0.161906;225.935
607;20.233370;0.397291;0.150075;178.781
608;20.266700;0.407034;0.142199;183.165
609;20.300030;0.355365;0.138732;159.914
610;20.333370;0.35099;0.135975;157.945
611;20.366700;0.319783;0.130651;164.07
612;20.400030;0.282104;0.123708;151.52
613;20.433360;0.235128;0.112012;124.787
614;20.466700;0.199047;0.100588;108.235
615;20.500030;0.200105;0.0966797;112.958
616;20.533360;0.208021;0.0983311;130.814
617;20.566700;0.306622;0.0987881;145.952
618;20.600030;0.265206;0.100161;216.069
619;20.633360;0.337958;0.0993553;300.764
620;20.666690;0.350554;0.0971508;315.498
621;20.700030;0.294897;0.0902967;265.407
622;20.733360;0.19941;0.081088;179.469
623;20.766690;0.162705;0.0712566;132.518
624;20.800030;0.144003;0.0619898;96.2807
625;20.833360;0.126402;0.0570495;95.4027
626;20.866690;0.122434;0.0508965;102.927
627;20.900020;0.127016;0.0472228;107.377
628;20.933360;0.123036;0.0473776;103.891
629;20.966690;0.109861;0.0470987;89.4795
630;21.000020;0.140886;0.0483894;80.13
631;21.033360;0.164676;0.0511697;74.8069
632;21.066690;0.17842;0.0543692;66.6632
633;21.100020;0.191136;0.0572943;72.7347
634;21.133350;0.183017;0.0586538;80.1156
635;21.166690;0.182612;0.0587168;79.3709
636;21.200020;0.17386;0.0587408;77.0258
637;21.233350;0.17997;0.0600272;105.005
638;21.266690;0.193289;0.0625963;166.227
639;21.300020;0.218098;0.0659004;192.929
640;21.333350;0.219456;0.0687079;182.761
641;21.366680;0.193534;0.070071;150.579
642;21.400020;0.184752;0.0693777;120.855
643;21.433350;0.184431;0.0673166;84.2272
644;21.466680;0.176459;0.0647082;90.4344
645;21.500020;0.178709;0.0622151;88.9652
