frame;time;maxForce;avgForce;maxAccel
64;2.133333;1.5221;0.278787;473.602
65;2.166666;1.43922;0.288952;647.649
66;2.199999;1.60702;0.296436;513.845
67;2.233333;1.67891;0.308676;582.247
68;2.266666;1.75216;0.320482;548.417
69;2.299999;1.5092;0.324386;679.138
70;2.333333;1.87923;0.320439;725.291
71;2.366666;1.5329;0.309323;689.804
72;2.399999;1.41357;0.312483;636.103
73;2.433332;1.24784;0.324165;561.526
74;2.466666;1.13049;0.330657;508.719
75;2.499999;1.08047;0.348624;486.209
76;2.533332;1.71271;0.352525;770.717
77;2.566666;1.74775;0.348252;520.783
78;2.599999;3.03734;0.35874;683.399
79;2.633332;1.6874;0.357879;458.069
80;2.666666;1.91291;0.36988;544.041
81;2.699999;2.4007;0.38199;730.888
82;2.733332;2.63371;0.387515;613.185
83;2.766665;1.95813;0.386731;511.732
84;2.799999;1.54846;0.372857;696.807
85;2.833332;2.08772;0.392243;939.472
86;2.866665;2.33061;0.393415;1048.77
87;2.899999;1.92545;0.379234;791.237
88;2.933332;2.46119;0.381056;579.72
89;2.966665;4.19817;0.431006;1889.17
90;2.999999;5.07575;0.452428;2284.08
91;3.033332;5.32932;0.460842;2398.19
92;3.066665;4.59804;0.451645;2069.12
93;3.099998;4.03692;0.442541;1816.61
94;3.133332;3.70544;0.415771;1667.44
95;3.166665;3.47599;0.407714;1564.19
96;3.199998;3.52186;0.420805;1413.75
97;3.233332;3.4078;0.412029;1241.94
98;3.266665;3.29051;0.401755;1106.66
99;3.299998;2.87346;0.413239;1027.39
100;3.333332;2.29623;0.427189;978.022
101;3.366665;2.05445;0.425871;924.502
102;3.399998;1.94167;0.416552;873.751
103;3.433331;1.82901;0.413314;823.052
104;3.466665;1.64952;0.404969;742.281
105;3.499998;1.39648;0.389286;628.413
106;3.533331;1.50852;0.380367;678.833
107;3.566665;1.61535;0.389931;726.907
108;3.599998;1.60484;0.395898;722.178
109;3.633331;1.4828;0.386821;667.257
110;3.666665;1.26169;0.375838;567.758
111;3.699998;1.71337;0.380342;643.035
112;3.733331;2.02264;0.405154;684.589
113;3.766665;2.79707;0.443822;629.339
114;3.799998;3.65273;0.473523;821.863
115;3.833331;2.66371;0.476811;599.332
116;3.866664;1.76183;0.475564;539.572
117;3.899998;2.17692;0.487737;626.17
118;3.933331;2.33169;0.49258;682.405
119;3.966664;2.20239;0.499145;714.43
120;3.999998;1.91234;0.497216;727.261
121;4.033331;1.78807;0.506977;724.249
122;4.066664;1.94674;0.521217;707.957
123;4.099998;2.05974;0.539552;654.789
124;4.133331;1.95035;0.564956;1103.76
125;4.166664;2.01144;0.590727;1492.63
126;4.199997;1.98568;0.586027;1452.02
127;4.233331;1.86515;0.56311;1079.85
128;4.266664;1.87281;0.562363;681.113
129;4.299997;2.32606;0.566401;664.238
130;4.333331;2.14157;0.566237;718.739
131;4.366664;2.3584;0.577248;768.968
132;4.399997;2.15137;0.58781;926.724
133;4.433331;2.04806;0.604433;921.624
134;4.466664;2.21011;0.60503;994.546
135;4.499997;2.27414;0.616694;1241.92
136;4.533330;2.23091;0.64484;1959.93
137;4.566664;2.23564;0.668437;2012.07
138;4.599997;2.02587;0.681619;1715.78
139;4.633330;2.55112;0.706931;1231.86
140;4.666664;2.99282;0.733525;1346.77
141;4.699997;3.24902;0.757132;1462.06
142;4.733330;3.72522;0.772382;1676.35
143;4.766664;3.68859;0.77222;1659.86
144;4.799997;2.77002;0.760994;1246.51
145;4.833330;3.1988;0.808221;1439.46
146;4.866663;3.66495;0.889463;1649.23
147;4.899997;3.42457;0.948841;1541.05
148;4.933330;3.66148;0.996332;1647.66
149;4.966663;3.76412;1.03904;1860.76
150;4.999997;3.72846;1.10128;3214.71
151;5.033330;4.2797;1.17837;3851.72
152;5.066663;4.58832;1.23669;4129.48
153;5.099997;4.56577;1.26841;4103.29
154;5.133330;4.32854;1.28263;3776.3
155;5.166663;4.63544;1.29906;3335.83
156;5.199996;4.71147;1.30617;2966.88
157;5.233330;4.60262;1.29517;2756.81
158;5.266663;4.34709;1.28566;2644.34
159;5.299996;3.99705;1.28044;2612.98
160;5.333330;3.63594;1.2638;2720.48
161;5.366663;3.3355;1.23398;2843.74
162;5.399996;3.20312;1.25394;2882.8
163;5.433330;3.13145;1.20733;2818.3
164;5.466663;2.93019;1.15165;2637.16
165;5.499996;2.66357;1.1146;2397.21
166;5.533329;2.61614;1.08099;2168.16
167;5.566663;2.76747;1.03444;1985.85
168;5.599996;2.82364;0.984566;1840.08
169;5.633329;2.8322;0.939089;1717.27
170;5.666663;2.72644;0.909087;1838.92
171;5.699996;2.59267;0.893286;1922.72
172;5.733329;3.00479;0.882668;1828.18
173;5.766663;3.26551;0.872289;1536.09
174;5.799996;3.35976;0.89628;1511.89
175;5.833329;3.25619;0.844406;1465.28
176;5.866663;3.02261;0.798458;1360.17
177;5.899996;2.73083;0.812787;1228.87
178;5.933329;2.48931;0.816041;1120.19
179;5.966662;2.3318;0.812171;1048.95
180;5.999996;2.25955;0.786857;1038.91
181;6.033329;2.1766;0.74029;986.571
182;6.066662;2.24525;0.702479;926.301
183;6.099996;2.24336;0.675053;920.28
184;6.133329;2.10151;0.647227;922.319
185;6.166662;1.96486;0.640021;833.652
186;6.199996;1.92029;0.659083;1025.98
187;6.233329;1.80933;0.672705;1575.57
188;6.266662;2.17905;0.675575;1961.15
189;6.299995;2.27762;0.661057;1980.36
190;6.333329;2.18194;0.635776;1963.74
191;6.366662;2.17041;0.627772;1953.37
192;6.399995;2.01694;0.617109;1815.24
193;6.433329;2.5177;0.63292;1424.76
194;6.466662;2.23117;0.655766;1300.32
195;6.499995;1.96336;0.652045;1471.37
196;6.533329;2.09153;0.640666;1882.37
197;6.566662;2.4566;0.631433;2210.93
198;6.599995;2.39112;0.635332;2015.35
199;6.633328;2.23616;0.639223;1757.31
200;6.666662;1.96795;0.651173;1476.09
201;6.699995;1.74596;0.655456;1316.65
202;6.733328;1.65696;0.652501;1170.22
203;6.766662;1.69989;0.644696;994.113
204;6.799995;1.88808;0.626364;849.632
205;6.833328;2.0109;0.591496;904.902
206;6.866662;1.93625;0.551623;871.312
207;6.899995;1.72522;0.540203;776.349
208;6.933328;1.71119;0.556871;655.216
209;6.966661;2.10846;0.560929;599.084
210;6.999995;2.06467;0.532489;464.549
211;7.033328;2.01068;0.520426;631.233
212;7.066661;1.90361;0.545612;630.31
213;7.099995;1.79316;0.585951;686.096
214;7.133328;2.07465;0.611999;819.031
215;7.166661;2.73161;0.618942;990.679
216;7.199995;2.75507;0.594258;876.664
217;7.233328;2.36484;0.580902;917.48
218;7.266661;2.10764;0.583761;788.9
219;7.299994;2.5685;0.592365;895.354
220;7.333328;2.45756;0.568167;865.291
221;7.366661;2.8012;0.53982;772.355
222;7.399994;2.51272;0.528421;785.99
223;7.433328;1.90173;0.502742;756.289
224;7.466661;2.50156;0.513507;958.425
225;7.499994;1.88872;0.518076;720.676
226;7.533328;2.25085;0.52786;1012.88
227;7.566661;2.46225;0.504941;659.104
228;7.599994;1.64001;0.487195;695.225
229;7.633327;2.17231;0.492906;805.936
230;7.666661;2.73483;0.484994;774.76
231;7.699994;2.74528;0.498674;617.686
232;7.733327;2.34397;0.47396;530.592
233;7.766661;1.74558;0.438072;646.179
234;7.799994;2.047;0.416743;921.149
235;7.833327;1.82059;0.433611;819.264
236;7.866661;2.08503;0.470353;734.795
237;7.899994;1.47455;0.457299;663.544
238;7.933327;1.95358;0.459825;614.567
239;7.966660;1.55021;0.447885;603.122
240;7.999994;2.18613;0.460457;555.741
241;8.033327;2.10809;0.450214;611.639
242;8.066661;1.75725;0.435207;743.735
243;8.099995;2.07004;0.419053;931.515
244;8.133328;2.19044;0.411242;985.695
245;8.166662;2.31984;0.412316;1043.92
246;8.199996;2.38228;0.418887;1408.22
247;8.233330;2.17852;0.421099;1294.89
248;8.266664;2.26776;0.432726;1174.19
249;8.299997;2.19977;0.458466;1285.69
250;8.333331;1.73491;0.481075;1161.77
251;8.366665;1.45994;0.470873;811.597
252;8.399999;1.78266;0.465354;802.194
253;8.433332;1.82821;0.488118;822.693
254;8.466666;1.73258;0.51069;779.658
255;8.500000;1.69603;0.529504;828.912
256;8.533334;1.61307;0.53133;967.011
257;8.566668;1.3758;0.49851;996.586
258;8.600001;2.04814;0.486601;804.955
259;8.633335;2.22785;0.493482;693.4
260;8.666669;1.83975;0.499486;789.701
261;8.700003;2.13259;0.507141;823.127
262;8.733336;3.77505;0.525595;849.385
263;8.766670;4.06427;0.53174;914.458
264;8.800004;2.48827;0.514004;1145.79
265;8.833338;2.67015;0.48745;1580.37
266;8.866672;3.12752;0.516415;1550.96
267;8.900005;4.30286;0.545261;992.042
268;8.933339;4.18086;0.541662;940.692
269;8.966673;3.13941;0.526161;795.686
270;9.000007;2.11834;0.507133;1300.59
271;9.033340;2.34626;0.49638;1455.93
272;9.066674;1.95904;0.511802;1626.94
273;9.100008;2.11392;0.543404;1649.6
274;9.133342;2.30104;0.575815;1690.65
275;9.166676;2.13822;0.592434;1820.83
276;9.200009;2.00457;0.589706;1804.11
277;9.233343;2.03534;0.588385;1560.88
278;9.266677;1.97049;0.608666;1274.92
279;9.300011;1.8895;0.616075;1126.67
280;9.333344;1.93387;0.61205;879.224
281;9.366678;1.9018;0.593064;731.847
282;9.400012;1.71968;0.566935;658.656
283;9.433346;1.38674;0.54425;662.865
284;9.466680;1.30685;0.516826;674.613
285;9.500013;1.26168;0.490257;613.616
286;9.533347;1.91529;0.480638;861.879
287;9.566681;2.1215;0.472478;995.291
288;9.600015;1.87805;0.465842;1263.23
289;9.633348;1.58106;0.455882;1422.95
290;9.666682;1.64534;0.441042;1480.8
291;9.700016;1.63425;0.42398;1470.82
292;9.733350;1.97708;0.41504;1406.72
293;9.766684;1.85504;0.402557;1254.36
294;9.800017;1.57258;0.390368;1009.43
295;9.833351;1.58888;0.383212;878.46
296;9.866685;1.56662;0.378362;874.571
297;9.900019;1.54794;0.369787;864.578
298;9.933352;1.39041;0.360122;668.47
299;9.966686;1.37095;0.36335;616.928
300;10.000020;1.50728;0.38;619.614
301;10.033350;1.43943;0.398509;643.278
302;10.066690;1.79139;0.40574;806.123
303;10.100020;1.65134;0.40339;743.1
304;10.133360;1.32613;0.396817;596.755
305;10.166690;1.17311;0.384057;527.896
306;10.200020;1.16879;0.363195;503.236
307;10.233360;1.36858;0.344118;615.861
308;10.266690;1.1933;0.326881;536.984
309;10.300020;1.08793;0.317192;487.475
310;10.333360;1.0956;0.310238;493.02
311;10.366690;1.10999;0.319977;458.874
