frame;time;springs;totalCurrent;totalRest;maxStretchRatio;avgStretchRatio;len0;len1;len2;len3;len4;len5;len6;len7;len8;len9;len10;len11;len12;len13;len14;len15;len16;len17;len18
52;1.733333;19;19.000060;19.000000;1.000004;1.000003;1.000004;1.000004;1.000004;1.000003;1.000003;1.000004;1.000003;1.000003;1.000003;1.000003;1.000003;1.000003;1.000003;1.000003;1.000004;1.000002;1.000004;1.000003;1.000002
53;1.766666;19;19.000060;19.000000;1.000004;1.000003;1.000004;1.000004;1.000004;1.000004;1.000004;1.000003;1.000004;1.000003;1.000003;1.000004;1.000003;1.000003;1.000003;1.000003;1.000003;1.000004;1.000003;1.000002;1.000003
54;1.800000;19;19.000070;19.000000;1.000005;1.000004;1.000004;1.000005;1.000004;1.000004;1.000004;1.000004;1.000004;1.000004;1.000004;1.000004;1.000004;1.000003;1.000004;1.000003;1.000004;1.000004;1.000003;1.000003;1.000003
55;1.833333;19;19.000090;19.000000;1.000005;1.000005;1.000005;1.000005;1.000005;1.000005;1.000005;1.000005;1.000005;1.000004;1.000005;1.000005;1.000004;1.000004;1.000005;1.000005;1.000005;1.000004;1.000005;1.000005;1.000005
56;1.866666;19;19.000130;19.000000;1.000007;1.000007;1.000007;1.000007;1.000007;1.000007;1.000007;1.000007;1.000006;1.000007;1.000007;1.000006;1.000007;1.000007;1.000006;1.000007;1.000006;1.000006;1.000007;1.000006;1.000007
57;1.899999;19;19.000260;19.000000;1.000014;1.000013;1.000013;1.000014;1.000014;1.000013;1.000014;1.000013;1.000013;1.000013;1.000013;1.000013;1.000013;1.000013;1.000013;1.000013;1.000013;1.000014;1.000014;1.000014;1.000014
58;1.933333;19;19.001010;19.000000;1.000055;1.000053;1.000052;1.000052;1.000052;1.000052;1.000052;1.000052;1.000052;1.000052;1.000052;1.000052;1.000052;1.000053;1.000053;1.000053;1.000054;1.000055;1.000055;1.000054;1.000055
59;1.966666;19;19.012930;19.000000;1.000684;1.000681;1.000679;1.000679;1.000678;1.000679;1.000679;1.000679;1.000679;1.000679;1.000680;1.000679;1.000680;1.000681;1.000681;1.000682;1.000682;1.000682;1.000683;1.000684;1.000683
60;1.999999;19;19.038810;19.000000;1.002046;1.002043;1.002046;1.002046;1.002046;1.002045;1.002045;1.002045;1.002044;1.002043;1.002044;1.002043;1.002043;1.002042;1.002041;1.002042;1.002041;1.002041;1.002039;1.002038;1.002037
61;2.033333;19;19.013940;19.000000;1.000736;1.000734;1.000736;1.000735;1.000735;1.000735;1.000735;1.000735;1.000735;1.000734;1.000734;1.000734;1.000734;1.000734;1.000733;1.000733;1.000733;1.000732;1.000731;1.000731;1.000730
