frame;time;totalCurrent;totalRest;maxStretchRatio;avgStretchRatio;len0
430;3.583353;1.009527;1.000000;1.009527;1.009527;1.009527
431;3.591686;1.009508;1.000000;1.009508;1.009508;1.009508
432;3.600020;1.009511;1.000000;1.009511;1.009511;1.009511
433;3.608353;1.009533;1.000000;1.009533;1.009533;1.009533
434;3.616687;1.009573;1.000000;1.009573;1.009573;1.009573
435;3.625020;1.009628;1.000000;1.009628;1.009628;1.009628
436;3.633353;1.009693;1.000000;1.009693;1.009693;1.009693
437;3.641687;1.009764;1.000000;1.009764;1.009764;1.009764
438;3.650020;1.009835;1.000000;1.009835;1.009835;1.009835
439;3.658354;1.009903;1.000000;1.009903;1.009903;1.009903
440;3.666687;1.009962;1.000000;1.009962;1.009962;1.009962
441;3.675021;1.010008;1.000000;1.010008;1.010008;1.010008
442;3.683354;1.010040;1.000000;1.010040;1.010040;1.010040
443;3.691688;1.010055;1.000000;1.010055;1.010055;1.010055
444;3.700021;1.010054;1.000000;1.010054;1.010054;1.010054
445;3.708354;1.010035;1.000000;1.010035;1.010035;1.010035
446;3.716688;1.010002;1.000000;1.010002;1.010002;1.010002
447;3.725021;1.009958;1.000000;1.009958;1.009958;1.009958
448;3.733355;1.009905;1.000000;1.009905;1.009905;1.009905
449;3.741688;1.009847;1.000000;1.009847;1.009847;1.009847
450;3.750022;1.009789;1.000000;1.009789;1.009789;1.009789
451;3.758355;1.009734;1.000000;1.009734;1.009734;1.009734
452;3.766689;1.009686;1.000000;1.009686;1.009686;1.009686
453;3.775022;1.009648;1.000000;1.009648;1.009648;1.009648
454;3.783355;1.009622;1.000000;1.009622;1.009622;1.009622
455;3.791689;1.009610;1.000000;1.009610;1.009610;1.009610
456;3.800022;1.009612;1.000000;1.009612;1.009612;1.009612
457;3.808356;1.009627;1.000000;1.009627;1.009627;1.009627
458;3.816689;1.009654;1.000000;1.009654;1.009654;1.009654
459;3.825023;1.009690;1.000000;1.009690;1.009690;1.009690
460;3.833356;1.009733;1.000000;1.009733;1.009733;1.009733
461;3.841690;1.009780;1.000000;1.009780;1.009780;1.009780
462;3.850023;1.009828;1.000000;1.009828;1.009828;1.009828
463;3.858356;1.009872;1.000000;1.009872;1.009872;1.009872
464;3.866690;1.009911;1.000000;1.009911;1.009911;1.009911
465;3.875023;1.009942;1.000000;1.009942;1.009942;1.009942
466;3.883357;1.009963;1.000000;1.009963;1.009963;1.009963
467;3.891690;1.009972;1.000000;1.009972;1.009972;1.009972
468;3.900024;1.009971;1.000000;1.009971;1.009971;1.009971
469;3.908357;1.009959;1.000000;1.009959;1.009959;1.009959
470;3.916691;1.009937;1.000000;1.009937;1.009937;1.009937
471;3.925024;1.009907;1.000000;1.009907;1.009907;1.009907
472;3.933357;1.009872;1.000000;1.009872;1.009872;1.009872
473;3.941691;1.009834;1.000000;1.009834;1.009834;1.009834
474;3.950024;1.009795;1.000000;1.009795;1.009795;1.009795
475;3.958358;1.009759;1.000000;1.009759;1.009759;1.009759
476;3.966691;1.009727;1.000000;1.009727;1.009727;1.009727
477;3.975025;1.009702;1.000000;1.009702;1.009702;1.009702
478;3.983358;1.009686;1.000000;1.009686;1.009686;1.009686
479;3.991692;1.009678;1.000000;1.009678;1.009678;1.009678
480;4.000025;1.009679;1.000000;1.009679;1.009679;1.009679
481;4.008358;1.009689;1.000000;1.009689;1.009689;1.009689
482;4.016691;1.009707;1.000000;1.009707;1.009707;1.009707
483;4.025024;1.009731;1.000000;1.009731;1.009731;1.009731
484;4.033358;1.009760;1.000000;1.009760;1.009760;1.009760
485;4.041691;1.009791;1.000000;1.009791;1.009791;1.009791
486;4.050024;1.009822;1.000000;1.009822;1.009822;1.009822
487;4.058357;1.009852;1.000000;1.009852;1.009852;1.009852
488;4.066690;1.009877;1.000000;1.009877;1.009877;1.009877
489;4.075024;1.009898;1.000000;1.009898;1.009898;1.009898
490;4.083357;1.009911;1.000000;1.009911;1.009911;1.009911
491;4.091690;1.009918;1.000000;1.009918;1.009918;1.009918
492;4.100023;1.009916;1.000000;1.009916;1.009916;1.009916
493;4.108356;1.009908;1.000000;1.009908;1.009908;1.009908
494;4.116690;1.009894;1.000000;1.009894;1.009894;1.009894
495;4.125023;1.009874;1.000000;1.009874;1.009874;1.009874
496;4.133356;1.009851;1.000000;1.009851;1.009851;1.009851
497;4.141689;1.009825;1.000000;1.009825;1.009825;1.009825
498;4.150023;1.009800;1.000000;1.009800;1.009800;1.009800
499;4.158356;1.009776;1.000000;1.009776;1.009776;1.009776
500;4.166689;1.009755;1.000000;1.009755;1.009755;1.009755
501;4.175022;1.009739;1.000000;1.009739;1.009739;1.009739
502;4.183355;1.009728;1.000000;1.009728;1.009728;1.009728
503;4.191689;1.009722;1.000000;1.009722;1.009722;1.009722
504;4.200022;1.009723;1.000000;1.009723;1.009723;1.009723
505;4.208355;1.009730;1.000000;1.009730;1.009730;1.009730
506;4.216688;1.009742;1.000000;1.009742;1.009742;1.009742
507;4.225021;1.009758;1.000000;1.009758;1.009758;1.009758
508;4.233355;1.009777;1.000000;1.009777;1.009777;1.009777
509;4.241688;1.009798;1.000000;1.009798;1.009798;1.009798
510;4.250021;1.009819;1.000000;1.009819;1.009819;1.009819
511;4.258354;1.009838;1.000000;1.009838;1.009838;1.009838
512;4.266687;1.009855;1.000000;1.009855;1.009855;1.009855
513;4.275021;1.009868;1.000000;1.009868;1.009868;1.009868
514;4.283354;1.009877;1.000000;1.009877;1.009877;1.009877
515;4.291687;1.009881;1.000000;1.009881;1.009881;1.009881
516;4.300020;1.009880;1.000000;1.009880;1.009880;1.009880
517;4.308353;1.009875;1.000000;1.009875;1.009875;1.009875
518;4.316687;1.009865;1.000000;1.009865;1.009865;1.009865
519;4.325020;1.009852;1.000000;1.009852;1.009852;1.009852
520;4.333353;1.009836;1.000000;1.009836;1.009836;1.009836
521;4.341686;1.009820;1.000000;1.009820;1.009820;1.009820
522;4.350019;1.009803;1.000000;1.009803;1.009803;1.009803
523;4.358353;1.009787;1.000000;1.009787;1.009787;1.009787
524;4.366686;1.009773;1.000000;1.009773;1.009773;1.009773
525;4.375019;1.009763;1.000000;1.009763;1.009763;1.009763
526;4.383352;1.009755;1.000000;1.009755;1.009755;1.009755
527;4.391685;1.009752;1.000000;1.009752;1.009752;1.009752
528;4.400019;1.009753;1.000000;1.009753;1.009753;1.009753
529;4.408352;1.009757;1.000000;1.009757;1.009757;1.009757
530;4.416685;1.009765;1.000000;1.009765;1.009765;1.009765
531;4.425018;1.009776;1.000000;1.009776;1.009776;1.009776
532;4.433352;1.009789;1.000000;1.009789;1.009789;1.009789
533;4.441685;1.009802;1.000000;1.009802;1.009802;1.009802
534;4.450018;1.009816;1.000000;1.009816;1.009816;1.009816
535;4.458351;1.009829;1.000000;1.009829;1.009829;1.009829
536;4.466684;1.009840;1.000000;1.009840;1.009840;1.009840
537;4.475018;1.009849;1.000000;1.009849;1.009849;1.009849
538;4.483351;1.009855;1.000000;1.009855;1.009855;1.009855
539;4.491684;1.009857;1.000000;1.009857;1.009857;1.009857
540;4.500017;1.009857;1.000000;1.009857;1.009857;1.009857
541;4.508350;1.009853;1.000000;1.009853;1.009853;1.009853
542;4.516684;1.009846;1.000000;1.009846;1.009846;1.009846
543;4.525017;1.009838;1.000000;1.009838;1.009838;1.009838
544;4.533350;1.009827;1.000000;1.009827;1.009827;1.009827
545;4.541683;1.009816;1.000000;1.009816;1.009816;1.009816
546;4.550016;1.009805;1.000000;1.009805;1.009805;1.009805
547;4.558350;1.009795;1.000000;1.009795;1.009795;1.009795
548;4.566683;1.009786;1.000000;1.009786;1.009786;1.009786
549;4.575016;1.009778;1.000000;1.009778;1.009778;1.009778
550;4.583349;1.009774;1.000000;1.009774;1.009774;1.009774
551;4.591682;1.009772;1.000000;1.009772;1.009772;1.009772
552;4.600016;1.009772;1.000000;1.009772;1.009772;1.009772
553;4.608349;1.009775;1.000000;1.009775;1.009775;1.009775
554;4.616682;1.009781;1.000000;1.009781;1.009781;1.009781
555;4.625015;1.009788;1.000000;1.009788;1.009788;1.009788
556;4.633348;1.009796;1.000000;1.009796;1.009796;1.009796
557;4.641682;1.009805;1.000000;1.009805;1.009805;1.009805
558;4.650015;1.009814;1.000000;1.009814;1.009814;1.009814
559;4.658348;1.009823;1.000000;1.009823;1.009823;1.009823
560;4.666681;1.009830;1.000000;1.009830;1.009830;1.009830
