method;substeps;iterations;medianMsPerStep;rmsError;repeats;totalIterations
XPBD;1;1;0.003866;1.188728E+001;3;1
XPBD;1;2;0.005341;7.274623E+000;3;2
XPBD;1;4;0.009019;3.724503E+000;3;4
XPBD;1;8;0.015030;1.691404E+000;3;8
XPBD;1;16;0.028305;7.109381E-001;3;16
XPBD;1;32;0.055042;4.395669E-001;3;32
XPBD;2;1;0.007193;4.280092E+000;3;2
XPBD;2;2;0.010815;1.950866E+000;3;4
XPBD;2;4;0.016524;7.414649E-001;3;8
XPBD;2;8;0.030019;2.668969E-001;3;16
XPBD;2;16;0.056844;2.113860E-001;3;32
XPBD;2;32;0.109791;2.105516E-001;3;64
XPBD;4;1;0.014523;1.213379E+000;3;4
XPBD;4;2;0.021330;3.751225E-001;3;8
XPBD;4;4;0.034778;1.032603E-001;3;16
XPBD;4;8;0.060652;9.016512E-002;3;32
XPBD;4;16;0.113140;9.012996E-002;3;64
XPBD;4;32;0.219883;9.014150E-002;3;128
XPBD;8;1;0.029064;3.260827E-001;3;8
XPBD;8;2;0.042016;4.087419E-002;3;16
XPBD;8;4;0.069273;4.326303E-003;3;32
XPBD;8;8;0.121668;3.973503E-003;3;64
XPBD;8;16;0.228258;3.943093E-003;3;128
XPBD;8;32;0.439939;3.943093E-003;3;256
XPBD;16;1;0.057381;1.084651E-001;3;16
XPBD;16;2;0.084715;7.537104E-002;3;32
XPBD;16;4;0.137697;7.494440E-002;3;64
XPBD;16;8;0.242518;7.494678E-002;3;128
XPBD;16;16;0.455021;7.494678E-002;3;256
XPBD;16;32;0.881290;7.494678E-002;3;512
XPBD;32;1;0.115184;1.194896E-001;3;32
XPBD;32;2;0.167750;1.213782E-001;3;64
XPBD;32;4;0.275021;1.219900E-001;3;128
XPBD;32;8;0.486002;1.219900E-001;3;256
XPBD;32;16;0.911067;1.219900E-001;3;512
XPBD;32;32;1.755160;1.219900E-001;3;1024
VBD;1;1;0.007060;6.748804E-001;3;1
VBD;1;2;0.010139;4.858253E-001;3;2
VBD;1;4;0.016425;4.345217E-001;3;4
VBD;1;8;0.029938;4.224562E-001;3;8
VBD;1;16;0.056586;4.209663E-001;3;16
VBD;1;32;0.110337;4.208683E-001;3;32
VBD;2;1;0.013004;2.873703E-001;3;2
VBD;2;2;0.020267;2.258108E-001;3;4
VBD;2;4;0.033289;2.121425E-001;3;8
VBD;2;8;0.059903;2.114254E-001;3;16
VBD;2;16;0.113354;2.115299E-001;3;32
VBD;2;32;0.219823;2.115126E-001;3;64
VBD;4;1;0.026743;1.335155E-001;3;4
VBD;4;2;0.040244;9.251465E-002;3;8
VBD;4;4;0.066233;9.085876E-002;3;16
VBD;4;8;0.120442;9.098605E-002;3;32
VBD;4;16;0.226825;9.101187E-002;3;64
VBD;4;32;0.441275;9.101857E-002;3;128
VBD;8;1;0.052535;3.173046E-002;3;8
VBD;8;2;0.080728;2.863941E-003;3;16
VBD;8;4;0.133471;2.097598E-003;3;32
VBD;8;8;0.239610;2.095587E-003;3;64
VBD;8;16;0.454131;2.088369E-003;3;128
VBD;8;32;0.881968;2.095587E-003;3;256
VBD;16;1;0.106482;7.091591E-002;3;16
VBD;16;2;0.158427;7.371225E-002;3;32
VBD;16;4;0.265042;7.372615E-002;3;64
VBD;16;8;0.485040;7.385286E-002;3;128
VBD;16;16;0.910747;7.365198E-002;3;256
VBD;16;32;1.774743;7.385286E-002;3;512
VBD;32;1;0.208957;1.190662E-001;3;32
VBD;32;2;0.318051;1.214520E-001;3;64
VBD;32;4;0.533167;1.211827E-001;3;128
VBD;32;8;0.957695;1.211827E-001;3;256
VBD;32;16;1.810457;1.211827E-001;3;512
VBD;32;32;3.530044;1.211827E-001;3;1024
