method;substeps;iterations;medianMsPerStep;rmsError;repeats;totalIterations
XPBD;1;1;0.004013;1.192857E+001;3;1
XPBD;1;2;0.005348;7.312704E+000;3;2
XPBD;1;4;0.008360;3.757560E+000;3;4
XPBD;1;8;0.015148;1.722243E+000;3;8
XPBD;1;16;0.028421;7.519288E-001;3;16
XPBD;1;32;0.055653;4.938208E-001;3;32
XPBD;2;1;0.007458;4.313531E+000;3;2
XPBD;2;2;0.010592;1.979077E+000;3;4
XPBD;2;4;0.017226;7.724481E-001;3;8
XPBD;2;8;0.030217;3.215995E-001;3;16
XPBD;2;16;0.056636;2.747757E-001;3;32
XPBD;2;32;0.109878;2.740220E-001;3;64
XPBD;4;1;0.014813;1.237993E+000;3;4
XPBD;4;2;0.021645;4.052285E-001;3;8
XPBD;4;4;0.033956;1.679065E-001;3;16
XPBD;4;8;0.061321;1.594073E-001;3;32
XPBD;4;16;0.112614;1.593739E-001;3;64
XPBD;4;32;0.218273;1.593852E-001;3;128
XPBD;8;1;0.029028;3.445381E-001;3;8
XPBD;8;2;0.041446;8.373368E-002;3;16
XPBD;8;4;0.068083;7.090616E-002;3;32
XPBD;8;8;0.120753;7.102579E-002;3;64
XPBD;8;16;0.226636;7.102476E-002;3;128
XPBD;8;32;0.437763;7.102476E-002;3;256
XPBD;16;1;0.057063;8.818998E-002;3;16
XPBD;16;2;0.084210;1.298414E-002;3;32
XPBD;16;4;0.136867;1.112645E-002;3;64
XPBD;16;8;0.242532;1.116195E-002;3;128
XPBD;16;16;0.457450;1.116195E-002;3;256
XPBD;16;32;0.875821;1.116195E-002;3;512
XPBD;32;1;0.115151;5.187507E-002;3;32
XPBD;32;2;0.168245;5.192067E-002;3;64
XPBD;32;4;0.274128;5.246116E-002;3;128
XPBD;32;8;0.486281;5.246116E-002;3;256
XPBD;32;16;0.905852;5.246116E-002;3;512
XPBD;32;32;1.766778;5.246116E-002;3;1024
VBD;1;1;0.006967;7.149990E-001;3;1
VBD;1;2;0.010460;5.359431E-001;3;2
VBD;1;4;0.016903;4.889773E-001;3;4
VBD;1;8;0.030308;4.777833E-001;3;8
VBD;1;16;0.057417;4.764773E-001;3;16
VBD;1;32;0.110870;4.764128E-001;3;32
VBD;2;1;0.013493;3.422700E-001;3;2
VBD;2;2;0.020227;2.882094E-001;3;4
VBD;2;4;0.033707;2.756004E-001;3;8
VBD;2;8;0.060225;2.751350E-001;3;16
VBD;2;16;0.113497;2.752732E-001;3;32
VBD;2;32;0.219797;2.752577E-001;3;64
VBD;4;1;0.026968;1.999640E-001;3;4
VBD;4;2;0.040459;1.619518E-001;3;8
VBD;4;4;0.066709;1.604337E-001;3;16
VBD;4;8;0.120578;1.605805E-001;3;32
VBD;4;16;0.226774;1.606041E-001;3;64
VBD;4;32;0.441772;1.606108E-001;3;128
VBD;8;1;0.053503;8.988749E-002;3;8
VBD;8;2;0.079790;7.182579E-002;3;16
VBD;8;4;0.133389;7.131290E-002;3;32
VBD;8;8;0.240612;7.125793E-002;3;64
VBD;8;16;0.452870;7.126160E-002;3;128
VBD;8;32;0.881182;7.125793E-002;3;256
VBD;16;1;0.106286;1.371984E-002;3;16
VBD;16;2;0.160826;6.304950E-003;3;32
VBD;16;4;0.270660;6.476753E-003;3;64
VBD;16;8;0.481653;6.524454E-003;3;128
VBD;16;16;0.908640;6.406107E-003;3;256
VBD;16;32;1.766428;6.524454E-003;3;512
VBD;32;1;0.212311;5.027779E-002;3;32
VBD;32;2;0.320568;5.202690E-002;3;64
VBD;32;4;0.533621;5.176149E-002;3;128
VBD;32;8;0.960459;5.176149E-002;3;256
VBD;32;16;1.810781;5.176149E-002;3;512
VBD;32;32;3.524145;5.176149E-002;3;1024
