method;substeps;iterations;medianMsPerStep;rmsError;repeats;totalIterations
XPBD;1;1;0.003805;1.197642E+001;3;1
XPBD;1;2;0.005383;7.357405E+000;3;2
XPBD;1;4;0.008293;3.796545E+000;3;4
XPBD;1;8;0.014873;1.759471E+000;3;8
XPBD;1;16;0.028129;8.024890E-001;3;16
XPBD;1;32;0.054813;5.571972E-001;3;32
XPBD;2;1;0.007298;4.353070E+000;3;2
XPBD;2;2;0.010255;2.013319E+000;3;4
XPBD;2;4;0.017096;8.137618E-001;3;8
XPBD;2;8;0.030130;3.890341E-001;3;16
XPBD;2;16;0.056572;3.479517E-001;3;32
XPBD;2;32;0.110937;3.471760E-001;3;64
XPBD;4;1;0.014753;1.270127E+000;3;4
XPBD;4;2;0.020529;4.522537E-001;3;8
XPBD;4;4;0.033676;2.463501E-001;3;16
XPBD;4;8;0.060858;2.394728E-001;3;32
XPBD;4;16;0.113758;2.394277E-001;3;64
XPBD;4;32;0.220368;2.394391E-001;3;128
XPBD;8;1;0.028782;3.843262E-001;3;8
XPBD;8;2;0.041585;1.645689E-001;3;16
XPBD;8;4;0.068838;1.566092E-001;3;32
XPBD;8;8;0.122785;1.567325E-001;3;64
XPBD;8;16;0.229465;1.567356E-001;3;128
XPBD;8;32;0.441151;1.567356E-001;3;256
XPBD;16;1;0.057776;1.329139E-001;3;16
XPBD;16;2;0.084367;8.814395E-002;3;32
XPBD;16;4;0.137627;8.781074E-002;3;64
XPBD;16;8;0.243784;8.781442E-002;3;128
XPBD;16;16;0.456874;8.781442E-002;3;256
XPBD;16;32;0.882433;8.781442E-002;3;512
XPBD;32;1;0.115090;5.253176E-002;3;32
XPBD;32;2;0.168640;4.585567E-002;3;64
XPBD;32;4;0.275525;4.523324E-002;3;128
XPBD;32;8;0.487868;4.523324E-002;3;256
XPBD;32;16;0.912730;4.523324E-002;3;512
XPBD;32;32;1.764979;4.523324E-002;3;1024
VBD;1;1;0.006910;7.645204E-001;3;1
VBD;1;2;0.010044;5.955356E-001;3;2
VBD;1;4;0.017023;5.522562E-001;3;4
VBD;1;8;0.030098;5.417244E-001;3;8
VBD;1;16;0.056557;5.405051E-001;3;16
VBD;1;32;0.109388;5.404547E-001;3;32
VBD;2;1;0.013667;4.076980E-001;3;2
VBD;2;2;0.020312;3.609637E-001;3;4
VBD;2;4;0.033109;3.489799E-001;3;8
VBD;2;8;0.059650;3.485724E-001;3;16
VBD;2;16;0.112684;3.487156E-001;3;32
VBD;2;32;0.217893;3.487014E-001;3;64
VBD;4;1;0.026934;2.792001E-001;3;4
VBD;4;2;0.039951;2.425510E-001;3;8
VBD;4;4;0.066973;2.408317E-001;3;16
VBD;4;8;0.118892;2.409823E-001;3;32
VBD;4;16;0.224594;2.410039E-001;3;64
VBD;4;32;0.437895;2.410112E-001;3;128
VBD;8;1;0.052471;1.750868E-001;3;8
VBD;8;2;0.079561;1.577701E-001;3;16
VBD;8;4;0.132238;1.572654E-001;3;32
VBD;8;8;0.237913;1.572084E-001;3;64
VBD;8;16;0.450839;1.572122E-001;3;128
VBD;8;32;0.873681;1.572084E-001;3;256
VBD;16;1;0.105404;9.511417E-002;3;16
VBD;16;2;0.158774;8.861236E-002;3;32
VBD;16;4;0.264660;8.861259E-002;3;64
VBD;16;8;0.475367;8.849830E-002;3;128
VBD;16;16;0.898487;8.867345E-002;3;256
VBD;16;32;1.748173;8.849830E-002;3;512
VBD;32;1;0.210480;5.018028E-002;3;32
VBD;32;2;0.317311;4.644315E-002;3;64
VBD;32;4;0.528700;4.626437E-002;3;128
VBD;32;8;0.953095;4.626437E-002;3;256
VBD;32;16;1.800399;4.626437E-002;3;512
VBD;32;32;3.503777;4.626437E-002;3;1024
