method;substeps;iterations;medianMsPerStep;rmsError;repeats;totalIterations
XPBD;1;1;0.003869;1.199382E+001;3;1
XPBD;1;2;0.005508;7.373925E+000;3;2
XPBD;1;4;0.008529;3.810830E+000;3;4
XPBD;1;8;0.014698;1.772728E+000;3;8
XPBD;1;16;0.028093;8.199564E-001;3;16
XPBD;1;32;0.055199;5.779093E-001;3;32
XPBD;2;1;0.007472;4.367686E+000;3;2
XPBD;2;2;0.010193;2.025625E+000;3;4
XPBD;2;4;0.017266;8.284939E-001;3;8
XPBD;2;8;0.030067;4.109930E-001;3;16
XPBD;2;16;0.056251;3.707240E-001;3;32
XPBD;2;32;0.109926;3.699000E-001;3;64
XPBD;4;1;0.014429;1.281800E+000;3;4
XPBD;4;2;0.021158;4.694562E-001;3;8
XPBD;4;4;0.034049;2.709334E-001;3;16
XPBD;4;8;0.060709;2.640565E-001;3;32
XPBD;4;16;0.113076;2.640028E-001;3;64
XPBD;4;32;0.219086;2.640145E-001;3;128
XPBD;8;1;0.028792;4.005474E-001;3;8
XPBD;8;2;0.041743;1.913905E-001;3;16
XPBD;8;4;0.068267;1.838211E-001;3;32
XPBD;8;8;0.121731;1.839442E-001;3;64
XPBD;8;16;0.226432;1.839485E-001;3;128
XPBD;8;32;0.437361;1.839485E-001;3;256
XPBD;16;1;0.057505;1.574906E-001;3;16
XPBD;16;2;0.083886;1.184725E-001;3;32
XPBD;16;4;0.136952;1.181679E-001;3;64
XPBD;16;8;0.243089;1.181708E-001;3;128
XPBD;16;16;0.454648;1.181708E-001;3;256
XPBD;16;32;0.877294;1.181708E-001;3;512
XPBD;32;1;0.115288;8.516578E-002;3;32
XPBD;32;2;0.167645;7.970004E-002;3;64
XPBD;32;4;0.275537;7.907187E-002;3;128
XPBD;32;8;0.485613;7.907187E-002;3;256
XPBD;32;16;0.906788;7.907187E-002;3;512
XPBD;32;32;1.752467;7.907187E-002;3;1024
VBD;1;1;0.006906;7.815567E-001;3;1
VBD;1;2;0.010344;6.153577E-001;3;2
VBD;1;4;0.016393;5.728219E-001;3;4
VBD;1;8;0.029667;5.623704E-001;3;8
VBD;1;16;0.055955;5.611326E-001;3;16
VBD;1;32;0.108077;5.610783E-001;3;32
VBD;2;1;0.013608;4.285567E-001;3;2
VBD;2;2;0.020435;3.836785E-001;3;4
VBD;2;4;0.032583;3.718135E-001;3;8
VBD;2;8;0.059842;3.713722E-001;3;16
VBD;2;16;0.111822;3.715082E-001;3;32
VBD;2;32;0.216889;3.714940E-001;3;64
VBD;4;1;0.026873;3.032212E-001;3;4
VBD;4;2;0.039566;2.672717E-001;3;8
VBD;4;4;0.066728;2.654764E-001;3;16
VBD;4;8;0.119723;2.656244E-001;3;32
VBD;4;16;0.223776;2.656456E-001;3;64
VBD;4;32;0.433668;2.656534E-001;3;128
VBD;8;1;0.052991;2.021033E-001;3;8
VBD;8;2;0.079358;1.849999E-001;3;16
VBD;8;4;0.131842;1.844950E-001;3;32
VBD;8;8;0.236962;1.844358E-001;3;64
VBD;8;16;0.450654;1.844399E-001;3;128
VBD;8;32;0.865920;1.844358E-001;3;256
VBD;16;1;0.105505;1.256595E-001;3;16
VBD;16;2;0.157973;1.191563E-001;3;32
VBD;16;4;0.265774;1.191553E-001;3;64
VBD;16;8;0.474278;1.190389E-001;3;128
VBD;16;16;0.896449;1.192169E-001;3;256
VBD;16;32;1.733000;1.190389E-001;3;512
VBD;32;1;0.211126;8.361474E-002;3;32
VBD;32;2;0.316032;8.022890E-002;3;64
VBD;32;4;0.526723;8.010567E-002;3;128
VBD;32;8;0.947080;8.010567E-002;3;256
VBD;32;16;1.798300;8.010567E-002;3;512
VBD;32;32;3.465352;8.010567E-002;3;1024
