method;substeps;iterations;medianMsPerStep;rmsError;repeats;totalIterations
XPBD;1;1;0.003870;1.153147E+001;3;1
XPBD;1;2;0.005444;6.948340E+000;3;2
XPBD;1;4;0.008271;3.451153E+000;3;4
XPBD;1;8;0.015583;1.469819E+000;3;8
XPBD;1;16;0.028753;4.839223E-001;3;16
XPBD;1;32;0.054313;8.646438E-002;3;32
XPBD;2;1;0.007125;4.000905E+000;3;2
XPBD;2;2;0.010168;1.749183E+000;3;4
XPBD;2;4;0.016998;6.359280E-001;3;8
XPBD;2;8;0.030507;2.452696E-001;3;16
XPBD;2;16;0.058236;2.198431E-001;3;32
XPBD;2;32;0.109968;2.205661E-001;3;64
XPBD;4;1;0.014429;1.094042E+000;3;4
XPBD;4;2;0.021239;4.376984E-001;3;8
XPBD;4;4;0.034502;3.414420E-001;3;16
XPBD;4;8;0.061316;3.427712E-001;3;32
XPBD;4;16;0.113397;3.428202E-001;3;64
XPBD;4;32;0.219323;3.428080E-001;3;128
XPBD;8;1;0.028246;4.741302E-001;3;8
XPBD;8;2;0.041953;4.191160E-001;3;16
XPBD;8;4;0.068086;4.213699E-001;3;32
XPBD;8;8;0.123850;4.211981E-001;3;64
XPBD;8;16;0.226333;4.211990E-001;3;128
XPBD;8;32;0.437920;4.211990E-001;3;256
XPBD;16;1;0.057577;4.735312E-001;3;16
XPBD;16;2;0.084035;4.781962E-001;3;32
XPBD;16;4;0.137088;4.777325E-001;3;64
XPBD;16;8;0.242656;4.777193E-001;3;128
XPBD;16;16;0.453396;4.777193E-001;3;256
XPBD;16;32;0.885693;4.777193E-001;3;512
XPBD;32;1;0.115303;5.091000E-001;3;32
XPBD;32;2;0.168182;5.127824E-001;3;64
XPBD;32;4;0.273971;5.136627E-001;3;128
XPBD;32;8;0.485159;5.136627E-001;3;256
XPBD;32;16;0.907677;5.136627E-001;3;512
XPBD;32;32;1.754458;5.136627E-001;3;1024
VBD;1;1;0.006741;4.685134E-001;3;1
VBD;1;2;0.010184;2.027538E-001;3;2
VBD;1;4;0.016880;7.800198E-002;3;4
VBD;1;8;0.029948;2.390286E-002;3;8
VBD;1;16;0.056816;4.238556E-003;3;16
VBD;1;32;0.109181;2.242756E-004;3;32
VBD;2;1;0.013462;2.451149E-001;3;2
VBD;2;2;0.020133;2.208624E-001;3;4
VBD;2;4;0.033513;2.196761E-001;3;8
VBD;2;8;0.059823;2.196169E-001;3;16
VBD;2;16;0.113298;2.195869E-001;3;32
VBD;2;32;0.218685;2.196088E-001;3;64
VBD;4;1;0.026585;3.369188E-001;3;4
VBD;4;2;0.039251;3.418577E-001;3;8
VBD;4;4;0.066480;3.422477E-001;3;16
VBD;4;8;0.118920;3.421579E-001;3;32
VBD;4;16;0.225535;3.421229E-001;3;64
VBD;4;32;0.436615;3.421164E-001;3;128
VBD;8;1;0.052735;4.163170E-001;3;8
VBD;8;2;0.079678;4.208594E-001;3;16
VBD;8;4;0.132555;4.213126E-001;3;32
VBD;8;8;0.239073;4.213855E-001;3;64
VBD;8;16;0.450009;4.213799E-001;3;128
VBD;8;32;0.875264;4.213855E-001;3;256
VBD;16;1;0.104706;4.756728E-001;3;16
VBD;16;2;0.158309;4.774912E-001;3;32
VBD;16;4;0.264797;4.774056E-001;3;64
VBD;16;8;0.474382;4.775850E-001;3;128
VBD;16;16;0.899254;4.773106E-001;3;256
VBD;16;32;1.756637;4.775850E-001;3;512
VBD;32;1;0.210257;5.097001E-001;3;32
VBD;32;2;0.316687;5.133479E-001;3;64
VBD;32;4;0.528782;5.126199E-001;3;128
VBD;32;8;0.952356;5.126199E-001;3;256
VBD;32;16;1.804899;5.126199E-001;3;512
VBD;32;32;3.509455;5.126199E-001;3;1024
