frame;time;kinetic;gravitational;elastic;total
1;0.033333;4.992339;-163.783600;0.078549;-158.712700
2;0.066667;19.465530;-183.747700;0.579271;-163.702900
3;0.100000;42.593930;-213.156700;1.929715;-168.633100
4;0.133333;73.522050;-251.585600;4.559127;-173.504400
5;0.166667;111.378200;-298.604500;8.900584;-178.325700
6;0.200000;155.282900;-353.775100;15.391670;-183.100500
7;0.233333;204.358400;-416.654100;24.468190;-187.827500
8;0.266667;257.729400;-486.795500;36.562510;-192.503600
9;0.300000;314.522400;-563.758800;52.107690;-197.128700
10;0.333333;373.856600;-647.098000;71.543530;-201.697800
11;0.366667;434.843000;-736.373000;95.315950;-206.214000
12;0.400000;496.592400;-831.136300;123.871600;-210.672200
13;0.433333;558.218300;-930.947000;157.654800;-215.073900
14;0.466667;618.836600;-1035.361000;197.103800;-219.420500
15;0.500000;677.573100;-1143.926000;242.651400;-223.701900
16;0.533333;733.560200;-1256.204000;294.715200;-227.928700
17;0.566667;785.954200;-1371.742000;353.695500;-232.092500
18;0.600000;833.935100;-1490.091000;419.958700;-236.197200
19;0.633333;876.726700;-1610.805000;493.834300;-240.244400
20;0.666667;913.610400;-1733.434000;575.588700;-244.235400
21;0.700000;943.946800;-1857.532000;665.404500;-248.181000
22;0.733334;967.214600;-1982.641000;763.347800;-252.078100
23;0.766667;983.037000;-2108.320000;869.344000;-255.939000
24;0.800000;991.214800;-2234.111000;983.139200;-259.757400
25;0.833334;991.729400;-2359.575000;1104.298000;-263.547900
26;0.866667;984.756800;-2484.255000;1232.193000;-267.305700
27;0.900000;970.645100;-2607.706000;1366.026000;-271.034300
28;0.933334;949.889100;-2729.485000;1504.853000;-274.743000
29;0.966667;923.100800;-2849.145000;1647.613000;-278.430600
30;1.000000;890.981700;-2966.239000;1793.151000;-282.106300
31;1.033334;854.291300;-3080.332000;1940.255000;-285.785700
32;1.066667;813.822900;-3190.990000;2087.698000;-289.468900
33;1.100000;770.381000;-3297.782000;2234.238000;-293.163900
34;1.133334;724.772600;-3400.286000;2378.632000;-296.881500
35;1.166667;677.790600;-3498.083000;2519.663000;-300.629100
36;1.200000;630.216200;-3590.775000;2656.133000;-304.425600
37;1.233333;582.809800;-3677.968000;2786.897000;-308.260800
38;1.266667;536.316900;-3759.282000;2910.826000;-312.139400
39;1.300000;491.459400;-3834.367000;3026.839000;-316.068700
40;1.333333;448.932000;-3902.883000;3133.907000;-320.044300
41;1.366667;409.401700;-3964.538000;3231.050000;-324.086400
42;1.400000;373.490500;-4019.042000;3317.379000;-328.172100
43;1.433333;341.772400;-4066.164000;3392.068000;-332.323500
44;1.466667;314.757900;-4105.696000;3454.418000;-336.520100
45;1.500000;292.877800;-4137.477000;3503.842000;-340.757200
46;1.533333;276.473900;-4161.406000;3539.851000;-345.081800
47;1.566666;265.786900;-4177.394000;3562.163000;-349.444100
48;1.600000;260.947300;-4185.421000;3570.608000;-353.865700
49;1.633333;261.976300;-4185.516000;3565.189000;-358.350800
50;1.666666;268.788200;-4177.736000;3546.042000;-362.905200
51;1.700000;281.198600;-4162.194000;3513.490000;-367.505800
52;1.733333;298.929300;-4139.043000;3467.943000;-372.170800
53;1.766666;321.623100;-4108.473000;3409.961000;-376.888800
54;1.800000;348.850500;-4070.701000;3340.190000;-381.661200
55;1.833333;380.122600;-4025.984000;3259.391000;-386.470400
56;1.866666;414.896100;-3974.597000;3168.385000;-391.316000
57;1.899999;452.582200;-3916.842000;3068.079000;-396.180800
58;1.933333;492.552700;-3853.044000;2959.429000;-401.062800
59;1.966666;534.136400;-3783.532000;2843.459000;-405.936600
60;1.999999;576.625500;-3708.658000;2721.230000;-410.802500
61;2.033333;619.282800;-3628.780000;2593.859000;-415.638800
62;2.066666;661.341900;-3544.269000;2462.471000;-420.456500
63;2.099999;702.022300;-3455.501000;2328.250000;-425.227900
64;2.133333;740.544600;-3362.852000;2192.348000;-429.959100
65;2.166666;776.156500;-3266.717000;2055.919000;-434.641600
66;2.199999;808.150200;-3167.483000;1920.076000;-439.257000
67;2.233333;835.882100;-3065.551000;1785.861000;-443.807500
68;2.266666;858.792200;-2961.320000;1654.255000;-448.272200
69;2.299999;876.419700;-2855.198000;1526.125000;-452.653600
70;2.333333;888.417800;-2747.593000;1402.234000;-456.941200
71;2.366666;894.565900;-2638.924000;1283.231000;-461.126300
72;2.399999;894.758500;-2529.613000;1169.638000;-465.217200
73;2.433332;889.008100;-2420.086000;1061.878000;-469.200500
74;2.466666;877.432400;-2310.766000;960.263800;-473.069500
75;2.499999;860.250800;-2202.089000;865.002100;-476.836400
76;2.533332;837.774400;-2094.480000;776.215200;-480.490900
77;2.566666;810.393100;-1988.379000;693.946900;-484.039100
78;2.599999;778.556700;-1884.212000;618.168100;-487.486900
79;2.633332;742.773900;-1782.401000;548.798500;-490.828400
80;2.666666;703.593300;-1683.364000;485.696300;-494.074700
81;2.699999;661.594900;-1587.501000;428.680200;-497.225900
82;2.733332;617.386800;-1495.206000;377.528300;-500.291300
83;2.766665;571.589600;-1406.852000;331.985400;-503.277100
