frame;time;kinetic;gravitational;elastic;total
1;0.033333;4.993843;-163.785600;0.078633;-158.713100
2;0.066667;19.472590;-183.753800;0.580230;-163.701000
3;0.100000;42.609880;-213.170200;1.933910;-168.626400
4;0.133333;73.546100;-251.606000;4.570726;-173.489100
5;0.166667;111.404900;-298.636300;8.924968;-178.306500
6;0.200000;155.301600;-353.817500;15.434460;-183.081500
7;0.233333;204.351500;-416.705900;24.534310;-187.820100
8;0.266667;257.674900;-486.850700;36.654610;-192.521200
9;0.300000;314.394000;-563.815500;52.224710;-197.196800
10;0.333333;373.623600;-647.147400;71.679340;-201.844500
11;0.366667;434.475000;-736.403200;95.459800;-206.468400
12;0.400000;496.056100;-831.138100;124.010800;-211.071200
13;0.433333;557.475200;-930.906300;157.775100;-215.656000
14;0.466667;617.846900;-1035.260000;197.188900;-220.224700
15;0.500000;676.293900;-1143.753000;242.679100;-224.779700
16;0.533333;731.951500;-1255.936000;294.660300;-229.324500
17;0.566667;783.974600;-1371.360000;353.525100;-233.860300
18;0.600000;831.545000;-1489.575000;419.638800;-238.391100
19;0.633333;873.887300;-1610.130000;493.322400;-242.920300
20;0.666667;910.286200;-1732.579000;574.837600;-247.455000
21;0.700000;940.109700;-1856.462000;664.357400;-251.994900
22;0.733334;962.845900;-1981.334000;761.943300;-256.544700
23;0.766667;978.128200;-2106.741000;867.508200;-261.104400
24;0.800000;985.773100;-2232.234000;980.793600;-265.667200
25;0.833334;985.785800;-2357.366000;1101.354000;-270.225500
26;0.866667;978.354100;-2481.681000;1228.565000;-274.761500
27;0.900000;963.850200;-2604.738000;1361.630000;-279.258500
28;0.933334;942.781100;-2726.099000;1499.603000;-283.715100
29;0.966667;915.766400;-2845.311000;1641.431000;-288.113400
30;1.000000;883.507400;-2961.939000;1785.975000;-292.456700
31;1.033334;846.761700;-3075.550000;1932.039000;-296.749400
32;1.066667;806.318300;-3185.716000;2078.395000;-301.002300
33;1.100000;762.978000;-3292.005000;2223.823000;-305.204200
34;1.133334;717.537200;-3394.000000;2367.088000;-309.374600
35;1.166667;670.782800;-3491.296000;2506.999000;-313.514300
36;1.200000;623.483400;-3583.486000;2642.365000;-317.637500
37;1.233333;576.391900;-3670.188000;2772.047000;-321.749200
38;1.266667;530.240700;-3751.029000;2894.933000;-325.856000
39;1.300000;485.740700;-3825.658000;3009.958000;-329.959700
40;1.333333;443.576400;-3893.754000;3116.101000;-334.076100
41;1.366667;404.403400;-3955.009000;3212.399000;-338.206000
42;1.400000;368.836900;-4009.154000;3297.953000;-342.364000
43;1.433333;337.441500;-4055.952000;3371.967000;-346.543600
44;1.466667;310.719700;-4095.201000;3433.736000;-350.745400
45;1.500000;289.097500;-4126.764000;3482.663000;-355.002800
46;1.533333;272.913000;-4150.504000;3518.299000;-359.292400
47;1.566666;262.403500;-4166.367000;3540.326000;-363.636800
48;1.600000;257.699000;-4174.320000;3548.597000;-368.024700
49;1.633333;258.819000;-4174.394000;3543.118000;-372.456600
50;1.666666;265.677600;-4166.648000;3524.027000;-376.943100
51;1.700000;278.088700;-4151.197000;3491.640000;-381.468200
