frame;time;springs;totalCurrent;totalRest;maxStretchRatio;avgStretchRatio
0;0.000000;1984;639.990100;639.990100;1.000000;1.000000
1;0.033333;1984;640.032000;639.990100;1.009414;1.000058
2;0.066667;1984;640.129900;639.990100;1.025325;1.000209
3;0.100000;1984;640.307600;639.990100;1.046817;1.000479
4;0.133333;1984;640.576800;639.990100;1.073387;1.000901
5;0.166667;1984;640.954000;639.990100;1.104701;1.001490
6;0.200000;1984;641.447800;639.990100;1.140515;1.002262
7;0.233333;1984;642.061000;639.990100;1.180603;1.003221
8;0.266667;1984;642.793500;639.990100;1.224742;1.004365
9;0.300000;1984;643.639800;639.990100;1.272693;1.005687
10;0.333333;1984;644.592300;639.990100;1.324206;1.007174
11;0.366667;1984;645.640300;639.990100;1.379033;1.008814
12;0.400000;1984;646.780600;639.990100;1.436935;1.010594
13;0.433333;1984;647.997900;639.990100;1.498730;1.012499
14;0.466667;1984;649.287000;639.990100;1.564651;1.014512
15;0.500000;1984;650.634400;639.990100;1.633408;1.016616
16;0.533333;1984;652.029000;639.990100;1.704457;1.018795
17;0.566667;1984;653.457700;639.990100;1.777134;1.021029
18;0.600000;1984;654.911200;639.990100;1.850653;1.023299
19;0.633333;1984;656.348400;639.990100;1.924151;1.025546
20;0.666667;1984;657.751700;639.990100;1.996669;1.027738
21;0.700000;1984;659.111900;639.990100;2.067089;1.029861
22;0.733334;1984;660.403000;639.990100;2.134286;1.031879
23;0.766667;1984;661.604400;639.990100;2.197287;1.033756
24;0.800000;1984;662.703000;639.990100;2.255218;1.035474
25;0.833334;1984;663.692000;639.990100;2.307238;1.037019
26;0.866667;1984;664.563200;639.990100;2.352602;1.038380
27;0.900000;1984;665.308200;639.990100;2.390683;1.039543
28;0.933334;1984;665.916300;639.990100;2.420974;1.040493
29;0.966667;1984;666.370200;639.990100;2.443057;1.041205
30;1.000000;1984;666.661500;639.990100;2.456621;1.041658
31;1.033334;1984;666.780400;639.990100;2.461501;1.041845
32;1.066667;1984;666.719900;639.990100;2.457699;1.041752
33;1.100000;1984;666.487500;639.990100;2.445374;1.041385
34;1.133334;1984;666.084500;639.990100;2.424851;1.040756
35;1.166667;1984;665.526600;639.990100;2.396580;1.039886
36;1.200000;1984;664.835100;639.990100;2.361126;1.038804
37;1.233333;1984;664.025300;639.990100;2.319171;1.037540
38;1.266667;1984;663.114100;639.990100;2.271490;1.036115
39;1.300000;1984;662.116300;639.990100;2.218905;1.034557
40;1.333333;1984;661.047900;639.990100;2.162274;1.032888
41;1.366667;1984;659.923900;639.990100;2.102488;1.031133
42;1.400000;1984;658.759900;639.990100;2.040472;1.029314
43;1.433333;1984;657.570600;639.990100;1.977140;1.027454
44;1.466667;1984;656.369100;639.990100;1.913404;1.025577
45;1.500000;1984;655.172100;639.990100;1.850142;1.023704
46;1.533333;1984;653.992900;639.990100;1.788182;1.021864
47;1.566666;1984;652.846100;639.990100;1.728233;1.020071
48;1.600000;1984;651.745300;639.990100;1.670899;1.018353
49;1.633333;1984;650.702100;639.990100;1.616664;1.016721
50;1.666666;1984;649.722800;639.990100;1.565897;1.015192
51;1.700000;1984;648.816400;639.990100;1.518860;1.013774
52;1.733333;1984;647.985800;639.990100;1.475722;1.012476
53;1.766666;1984;647.231200;639.990100;1.436585;1.011298
54;1.800000;1984;646.557700;639.990100;1.401506;1.010248
55;1.833333;1984;645.966900;639.990100;1.370514;1.009323
56;1.866666;1984;645.458700;639.990100;1.343626;1.008529
57;1.899999;1984;645.032800;639.990100;1.320863;1.007864
58;1.933333;1984;644.689800;639.990100;1.302238;1.007329
59;1.966666;1984;644.428400;639.990100;1.287774;1.006919
60;1.999999;1984;644.244500;639.990100;1.277481;1.006632
61;2.033333;1984;644.138100;639.990100;1.271381;1.006465
62;2.066666;1984;644.106100;639.990100;1.269486;1.006417
63;2.099999;1984;644.151400;639.990100;1.271799;1.006487
64;2.133333;1984;644.271600;639.990100;1.278301;1.006674
65;2.166666;1984;644.467500;639.990100;1.288953;1.006980
66;2.199999;1984;644.737400;639.990100;1.303688;1.007403
67;2.233333;1984;645.082400;639.990100;1.322414;1.007941
68;2.266666;1984;645.499000;639.990100;1.345012;1.008591
69;2.299999;1984;645.985400;639.990100;1.371327;1.009352
70;2.333333;1984;646.541600;639.990100;1.401194;1.010221
71;2.366666;1984;647.163900;639.990100;1.434406;1.011193
72;2.399999;1984;647.852900;639.990100;1.470744;1.012269
73;2.433332;1984;648.602700;639.990100;1.509931;1.013441
74;2.466666;1984;649.407300;639.990100;1.551678;1.014699
75;2.499999;1984;650.259100;639.990100;1.595636;1.016029
76;2.533332;1984;651.148700;639.990100;1.641428;1.017420
77;2.566666;1984;652.068000;639.990100;1.688614;1.018855
78;2.599999;1984;653.004100;639.990100;1.736726;1.020319
79;2.633332;1984;653.948500;639.990100;1.785240;1.021793
80;2.666666;1984;654.888100;639.990100;1.833616;1.023263
81;2.699999;1984;655.813800;639.990100;1.881266;1.024709
82;2.733332;1984;656.715300;639.990100;1.927610;1.026117
83;2.766665;1984;657.580600;639.990100;1.972057;1.027471
84;2.799999;1984;658.400300;639.990100;2.014040;1.028749
85;2.833332;1984;659.163600;639.990100;2.053014;1.029943
86;2.866665;1984;659.862300;639.990100;2.088476;1.031034
87;2.899999;1984;660.484700;639.990100;2.119981;1.032009
88;2.933332;1984;661.025600;639.990100;2.147138;1.032852
89;2.966665;1984;661.474200;639.990100;2.169618;1.033555
90;2.999999;1984;661.825000;639.990100;2.187164;1.034102
91;3.033332;1984;662.075600;639.990100;2.199575;1.034493
92;3.066665;1984;662.220200;639.990100;2.206734;1.034719
93;3.099998;1984;662.260000;639.990100;2.208593;1.034781
94;3.133332;1984;662.192700;639.990100;2.205187;1.034676
95;3.166665;1984;662.025600;639.990100;2.196625;1.034416
96;3.199998;1984;661.760300;639.990100;2.183099;1.034001
97;3.233332;1984;661.404700;639.990100;2.164869;1.033443
98;3.266665;1984;660.963100;639.990100;2.142258;1.032755
99;3.299998;1984;660.446300;639.990100;2.115660;1.031947
100;3.333332;1984;659.861600;639.990100;2.085515;1.031034
101;3.366665;1984;659.219800;639.990100;2.052299;1.030030
102;3.399998;1984;658.529100;639.990100;2.016536;1.028952
103;3.433331;1984;657.800000;639.990100;1.978759;1.027812
104;3.466665;1984;657.042500;639.990100;1.939513;1.026628
105;3.499998;1984;656.265700;639.990100;1.899348;1.025416
106;3.533331;1984;655.480000;639.990100;1.858791;1.024188
107;3.566665;1984;654.694800;639.990100;1.818345;1.022959
108;3.599998;1984;653.917800;639.990100;1.778477;1.021745
109;3.633331;1984;653.157400;639.990100;1.739609;1.020558
110;3.666665;1984;652.422200;639.990100;1.702113;1.019410
111;3.699998;1984;651.719000;639.990100;1.666316;1.018309
112;3.733331;1984;651.052200;639.990100;1.632491;1.017269
113;3.766665;1984;650.428200;639.990100;1.600870;1.016295
114;3.799998;1984;649.852100;639.990100;1.571645;1.015393
115;3.833331;1984;649.326500;639.990100;1.544970;1.014573
116;3.866664;1984;648.855500;639.990100;1.520979;1.013836
117;3.899998;1984;648.439800;639.990100;1.499769;1.013188
118;3.933331;1984;648.081800;639.990100;1.481432;1.012628
119;3.966664;1984;647.781400;639.990100;1.466025;1.012159
120;3.999998;1984;647.540400;639.990100;1.453599;1.011782
121;4.033331;1984;647.358600;639.990100;1.444197;1.011497
122;4.066664;1984;647.234600;639.990100;1.437827;1.011306
123;4.099998;1984;647.171900;639.990100;1.434507;1.011206
124;4.133331;1984;647.167400;639.990100;1.434222;1.011198
125;4.166664;1984;647.220900;639.990100;1.436952;1.011282
126;4.199997;1984;647.330200;639.990100;1.442654;1.011454
127;4.233331;1984;647.496900;639.990100;1.451269;1.011713
128;4.266664;1984;647.718600;639.990100;1.462721;1.012060
129;4.299997;1984;647.993000;639.990100;1.476911;1.012488
130;4.333331;1984;648.318600;639.990100;1.493717;1.012998
131;4.366664;1984;648.692700;639.990100;1.513008;1.013584
132;4.399997;1984;649.114600;639.990100;1.534621;1.014240
133;4.433331;1984;649.576700;639.990100;1.558370;1.014964
134;4.466664;1984;650.079400;639.990100;1.584051;1.015749
135;4.499997;1984;650.615400;639.990100;1.611434;1.016587
136;4.533330;1984;651.180700;639.990100;1.640269;1.017470
137;4.566664;1984;651.769300;639.990100;1.670281;1.018390
138;4.599997;1984;652.375900;639.990100;1.701179;1.019336
139;4.633330;1984;652.993000;639.990100;1.732644;1.020301
140;4.666664;1984;653.614500;639.990100;1.764355;1.021273
141;4.699997;1984;654.233000;639.990100;1.795964;1.022239
142;4.733330;1984;654.842500;639.990100;1.827122;1.023192
143;4.766664;1984;655.434700;639.990100;1.857483;1.024117
144;4.799997;1984;656.003500;639.990100;1.886694;1.025005
145;4.833330;1984;656.541900;639.990100;1.914413;1.025847
146;4.866663;1984;657.044500;639.990100;1.940319;1.026632
147;4.899997;1984;657.504300;639.990100;1.964098;1.027351
148;4.933330;1984;657.917300;639.990100;1.985478;1.027996
149;4.966663;1984;658.278200;639.990100;2.004207;1.028559
150;4.999997;1984;658.583600;639.990100;2.020071;1.029036
151;5.033330;1984;658.828400;639.990100;2.032894;1.029420
152;5.066663;1984;659.012000;639.990100;2.042542;1.029708
153;5.099997;1984;659.133300;639.990100;2.048919;1.029895
154;5.133330;1984;659.188600;639.990100;2.051985;1.029981
155;5.166663;1984;659.179000;639.990100;2.051732;1.029966
156;5.199996;1984;659.104900;639.990100;2.048208;1.029852
157;5.233330;1984;658.970300;639.990100;2.041498;1.029640
158;5.266663;1984;658.774400;639.990100;2.031736;1.029335
159;5.299996;1984;658.523200;639.990100;2.019094;1.028943
160;5.333330;1984;658.220800;639.990100;2.003780;1.028469
161;5.366663;1984;657.870500;639.990100;1.986040;1.027922
162;5.399996;1984;657.479900;639.990100;1.966138;1.027313
163;5.433330;1984;657.053900;639.990100;1.944371;1.026647
164;5.466663;1984;656.598400;639.990100;1.921045;1.025936
165;5.499996;1984;656.120400;639.990100;1.896481;1.025189
166;5.533329;1984;655.626600;639.990100;1.870996;1.024415
167;5.566663;1984;655.120400;639.990100;1.844917;1.023626
168;5.599996;1984;654.610800;639.990100;1.818555;1.022830
169;5.633329;1984;654.101800;639.990100;1.792209;1.022034
170;5.666663;1984;653.599500;639.990100;1.766169;1.021250
171;5.699996;1984;653.107400;639.990100;1.740703;1.020481
172;5.733329;1984;652.633300;639.990100;1.716060;1.019741
173;5.766663;1984;652.179000;639.990100;1.692456;1.019030
174;5.799996;1984;651.750800;639.990100;1.670096;1.018360
175;5.833329;1984;651.349700;639.990100;1.649162;1.017733
176;5.866663;1984;650.979800;639.990100;1.629809;1.017155
177;5.899996;1984;650.643000;639.990100;1.612168;1.016629
178;5.933329;1984;650.342200;639.990100;1.596361;1.016159
179;5.966662;1984;650.079300;639.990100;1.582481;1.015749
180;5.999996;1984;649.854800;639.990100;1.570605;1.015399
181;6.033329;1984;649.670000;639.990100;1.560802;1.015111
182;6.066662;1984;649.526700;639.990100;1.553112;1.014886
183;6.099996;1984;649.424500;639.990100;1.547566;1.014726
184;6.133329;1984;649.362500;639.990100;1.544177;1.014629
185;6.166662;1984;649.341900;639.990100;1.542947;1.014598
186;6.199996;1984;649.361800;639.990100;1.543858;1.014628
187;6.233329;1984;649.421100;639.990100;1.546881;1.014721
188;6.266662;1984;649.519400;639.990100;1.551973;1.014876
