frame;time;springs;totalCurrent;totalRest;maxStretchRatio;avgStretchRatio
0;0.000000;1984;639.990100;639.990100;1.000000;1.000000
1;0.033333;1984;640.030900;639.990100;1.006710;1.000055
2;0.066667;1984;640.125200;639.990100;1.017209;1.000202
3;0.100000;1984;640.287400;639.990100;1.031072;1.000455
4;0.133333;1984;640.526500;639.990100;1.047964;1.000822
5;0.166667;1984;640.841900;639.990100;1.067582;1.001314
6;0.200000;1984;641.232400;639.990100;1.089598;1.001923
7;0.233333;1984;641.694900;639.990100;1.113648;1.002648
8;0.266667;1984;642.225600;639.990100;1.139312;1.003478
9;0.300000;1984;642.825900;639.990100;1.166191;1.004415
10;0.333333;1984;643.485000;639.990100;1.194316;1.005446
11;0.366667;1984;644.203200;639.990100;1.223194;1.006568
12;0.400000;1984;644.972100;639.990100;1.252622;1.007770
13;0.433333;1984;645.781900;639.990100;1.282427;1.009035
14;0.466667;1984;646.619900;639.990100;1.312447;1.010343
15;0.500000;1984;647.471200;639.990100;1.342465;1.011674
16;0.533333;1984;648.319400;639.990100;1.372184;1.012999
17;0.566667;1984;649.146200;639.990100;1.401208;1.014291
18;0.600000;1984;649.934800;639.990100;1.429026;1.015525
19;0.633333;1984;650.669900;639.990100;1.455055;1.016673
20;0.666667;1984;651.334200;639.990100;1.478662;1.017710
21;0.700000;1984;651.913500;639.990100;1.499217;1.018615
22;0.733334;1984;652.392400;639.990100;1.516146;1.019363
23;0.766667;1984;652.759200;639.990100;1.528961;1.019937
24;0.800000;1984;653.003400;639.990100;1.537303;1.020317
25;0.833334;1984;653.117000;639.990100;1.540958;1.020496
26;0.866667;1984;653.098000;639.990100;1.539879;1.020465
27;0.900000;1984;652.945600;639.990100;1.534171;1.020228
28;0.933334;1984;652.666000;639.990100;1.524084;1.019791
29;0.966667;1984;652.268800;639.990100;1.510011;1.019171
30;1.000000;1984;651.768300;639.990100;1.492445;1.018388
31;1.033334;1984;651.183600;639.990100;1.471968;1.017475
32;1.066667;1984;650.533600;639.990100;1.449200;1.016459
33;1.100000;1984;649.840500;639.990100;1.424787;1.015376
34;1.133334;1984;649.124800;639.990100;1.399344;1.014258
35;1.166667;1984;648.405300;639.990100;1.373452;1.013134
36;1.200000;1984;647.691500;639.990100;1.347625;1.012019
37;1.233333;1984;646.994800;639.990100;1.322296;1.010929
38;1.266667;1984;646.319800;639.990100;1.297823;1.009876
39;1.300000;1984;645.678200;639.990100;1.274478;1.008872
40;1.333333;1984;645.075000;639.990100;1.252465;1.007930
41;1.366667;1984;644.522000;639.990100;1.231931;1.007067
42;1.400000;1984;644.024200;639.990100;1.212991;1.006289
43;1.433333;1984;643.585200;639.990100;1.195753;1.005602
44;1.466667;1984;643.205700;639.990100;1.180326;1.005009
45;1.500000;1984;642.887700;639.990100;1.166815;1.004513
46;1.533333;1984;642.629600;639.990100;1.155342;1.004108
47;1.566666;1984;642.430300;639.990100;1.146023;1.003797
48;1.600000;1984;642.290000;639.990100;1.138954;1.003577
49;1.633333;1984;642.205500;639.990100;1.134221;1.003446
50;1.666666;1984;642.174200;639.990100;1.131877;1.003397
51;1.700000;1984;642.193100;639.990100;1.131944;1.003426
52;1.733333;1984;642.257600;639.990100;1.134409;1.003528
53;1.766666;1984;642.368100;639.990100;1.139225;1.003699
54;1.800000;1984;642.523900;639.990100;1.146306;1.003944
55;1.833333;1984;642.728900;639.990100;1.155527;1.004264
56;1.866666;1984;642.983600;639.990100;1.166732;1.004661
57;1.899999;1984;643.288400;639.990100;1.179733;1.005139
58;1.933333;1984;643.643200;639.990100;1.194321;1.005692
59;1.966666;1984;644.044200;639.990100;1.210272;1.006318
60;1.999999;1984;644.483400;639.990100;1.227353;1.007007
61;2.033333;1984;644.959200;639.990100;1.245337;1.007747
62;2.066666;1984;645.461100;639.990100;1.263996;1.008533
63;2.099999;1984;645.984600;639.990100;1.283094;1.009350
64;2.133333;1984;646.523200;639.990100;1.302383;1.010191
65;2.166666;1984;647.066800;639.990100;1.321599;1.011042
66;2.199999;1984;647.607400;639.990100;1.340462;1.011887
67;2.233333;1984;648.134800;639.990100;1.358667;1.012710
68;2.266666;1984;648.634600;639.990100;1.375912;1.013492
69;2.299999;1984;649.097800;639.990100;1.391874;1.014215
70;2.333333;1984;649.511900;639.990100;1.406250;1.014862
71;2.366666;1984;649.869500;639.990100;1.418741;1.015421
72;2.399999;1984;650.164800;639.990100;1.429088;1.015882
73;2.433332;1984;650.392400;639.990100;1.437077;1.016238
74;2.466666;1984;650.549600;639.990100;1.442558;1.016484
75;2.499999;1984;650.631800;639.990100;1.445453;1.016612
76;2.533332;1984;650.637300;639.990100;1.445760;1.016622
77;2.566666;1984;650.566600;639.990100;1.443536;1.016510
78;2.599999;1984;650.422500;639.990100;1.438901;1.016285
79;2.633332;1984;650.210600;639.990100;1.432028;1.015954
80;2.666666;1984;649.937500;639.990100;1.423131;1.015528
81;2.699999;1984;649.613600;639.990100;1.412456;1.015021
82;2.733332;1984;649.247300;639.990100;1.400269;1.014449
83;2.766665;1984;648.850200;639.990100;1.386862;1.013828
84;2.799999;1984;648.431200;639.990100;1.372530;1.013173
85;2.833332;1984;648.001100;639.990100;1.357564;1.012502
86;2.866665;1984;647.569600;639.990100;1.342245;1.011828
87;2.899999;1984;647.144600;639.990100;1.326836;1.011164
88;2.933332;1984;646.729600;639.990100;1.311576;1.010516
89;2.966665;1984;646.333000;639.990100;1.296672;1.009895
90;2.999999;1984;645.957100;639.990100;1.282307;1.009308
91;3.033332;1984;645.605200;639.990100;1.268646;1.008757
92;3.066665;1984;645.281200;639.990100;1.255833;1.008252
93;3.099998;1984;644.986900;639.990100;1.244010;1.007792
94;3.133332;1984;644.727300;639.990100;1.233293;1.007385
95;3.166665;1984;644.500800;639.990100;1.223808;1.007034
96;3.199998;1984;644.313000;639.990100;1.215655;1.006737
97;3.233332;1984;644.158900;639.990100;1.208926;1.006499
98;3.266665;1984;644.043000;639.990100;1.203920;1.006317
99;3.299998;1984;643.963300;639.990100;1.201004;1.006192
100;3.333332;1984;643.918800;639.990100;1.199506;1.006123
101;3.366665;1984;643.909100;639.990100;1.199410;1.006108
102;3.399998;1984;643.934200;639.990100;1.200686;1.006146
103;3.433331;1984;643.992100;639.990100;1.203293;1.006239
104;3.466665;1984;644.085300;639.990100;1.207181;1.006383
105;3.499998;1984;644.210900;639.990100;1.212283;1.006580
