frame;time;springs;totalCurrent;totalRest;maxStretchRatio;avgStretchRatio
0;0.000000;1984;639.990100;639.990100;1.000000;1.000000
1;0.033333;1984;640.030500;639.990100;1.006940;1.000055
2;0.066667;1984;640.124800;639.990100;1.017851;1.000201
3;0.100000;1984;640.287000;639.990100;1.032244;1.000454
4;0.133333;1984;640.527500;639.990100;1.049751;1.000823
5;0.166667;1984;640.846400;639.990100;1.070032;1.001321
6;0.200000;1984;641.241000;639.990100;1.092746;1.001937
7;0.233333;1984;641.710600;639.990100;1.117513;1.002673
8;0.266667;1984;642.251900;639.990100;1.143931;1.003518
9;0.300000;1984;642.861600;639.990100;1.171615;1.004472
10;0.333333;1984;643.535800;639.990100;1.200246;1.005525
11;0.366667;1984;644.271300;639.990100;1.229599;1.006673
12;0.400000;1984;645.059900;639.990100;1.259532;1.007906
13;0.433333;1984;645.892300;639.990100;1.289949;1.009209
14;0.466667;1984;646.754600;639.990100;1.320750;1.010552
15;0.500000;1984;647.627900;639.990100;1.351770;1.011919
16;0.533333;1984;648.502300;639.990100;1.382741;1.013283
17;0.566667;1984;649.355500;639.990100;1.413271;1.014619
18;0.600000;1984;650.174900;639.990100;1.442845;1.015898
19;0.633333;1984;650.944800;639.990100;1.470855;1.017100
20;0.666667;1984;651.647600;639.990100;1.496644;1.018201
21;0.700000;1984;652.274300;639.990100;1.519546;1.019178
22;0.733334;1984;652.806200;639.990100;1.538935;1.020008
23;0.766667;1984;653.230700;639.990100;1.554267;1.020673
24;0.800000;1984;653.537200;639.990100;1.565115;1.021151
25;0.833334;1984;653.714900;639.990100;1.571186;1.021430
26;0.866667;1984;653.759000;639.990100;1.572333;1.021500
27;0.900000;1984;653.665100;639.990100;1.568565;1.021352
28;0.933334;1984;653.436300;639.990100;1.560043;1.020995
29;0.966667;1984;653.079700;639.990100;1.547067;1.020436
30;1.000000;1984;652.604300;639.990100;1.530064;1.019695
31;1.033334;1984;652.028600;639.990100;1.509566;1.018794
32;1.066667;1984;651.370100;639.990100;1.486178;1.017765
33;1.100000;1984;650.650600;639.990100;1.460560;1.016641
34;1.133334;1984;649.896200;639.990100;1.433379;1.015461
35;1.166667;1984;649.125000;639.990100;1.405287;1.014259
36;1.200000;1984;648.354900;639.990100;1.376883;1.013054
37;1.233333;1984;647.594800;639.990100;1.348686;1.011867
38;1.266667;1984;646.843700;639.990100;1.321110;1.010694
39;1.300000;1984;646.110400;639.990100;1.294461;1.009548
40;1.333333;1984;645.407300;639.990100;1.268971;1.008449
41;1.366667;1984;644.749500;639.990100;1.244823;1.007420
42;1.400000;1984;644.147500;639.990100;1.222240;1.006483
43;1.433333;1984;643.613500;639.990100;1.201310;1.005645
44;1.466667;1984;643.146500;639.990100;1.182099;1.004916
45;1.500000;1984;642.747300;639.990100;1.164741;1.004293
46;1.533333;1984;642.415800;639.990100;1.149384;1.003775
47;1.566666;1984;642.147200;639.990100;1.136192;1.003355
48;1.600000;1984;641.939600;639.990100;1.125328;1.003031
49;1.633333;1984;641.789700;639.990100;1.116947;1.002796
50;1.666666;1984;641.694800;639.990100;1.111183;1.002647
51;1.700000;1984;641.652300;639.990100;1.108140;1.002582
52;1.733333;1984;641.660200;639.990100;1.107876;1.002595
53;1.766666;1984;641.720500;639.990100;1.110453;1.002689
54;1.800000;1984;641.831800;639.990100;1.115807;1.002864
55;1.833333;1984;641.997500;639.990100;1.123813;1.003121
56;1.866666;1984;642.216700;639.990100;1.134320;1.003462
57;1.899999;1984;642.489700;639.990100;1.147134;1.003890
58;1.933333;1984;642.816600;639.990100;1.162030;1.004402
59;1.966666;1984;643.196600;639.990100;1.178759;1.004993
60;1.999999;1984;643.626600;639.990100;1.197065;1.005666
61;2.033333;1984;644.103500;639.990100;1.216693;1.006411
62;2.066666;1984;644.624800;639.990100;1.237395;1.007226
63;2.099999;1984;645.183100;639.990100;1.258925;1.008098
64;2.133333;1984;645.774900;639.990100;1.281030;1.009023
65;2.166666;1984;646.390800;639.990100;1.303444;1.009986
66;2.199999;1984;647.022600;639.990100;1.325902;1.010971
67;2.233333;1984;647.654800;639.990100;1.348125;1.011960
68;2.266666;1984;648.276900;639.990100;1.369811;1.012932
69;2.299999;1984;648.875100;639.990100;1.390635;1.013867
70;2.333333;1984;649.434100;639.990100;1.410249;1.014742
71;2.366666;1984;649.946400;639.990100;1.428301;1.015541
72;2.399999;1984;650.399400;639.990100;1.444441;1.016249
73;2.433332;1984;650.785100;639.990100;1.458337;1.016853
74;2.466666;1984;651.099100;639.990100;1.469687;1.017343
75;2.499999;1984;651.333500;639.990100;1.478238;1.017710
76;2.533332;1984;651.487700;639.990100;1.483807;1.017949
77;2.566666;1984;651.559800;639.990100;1.486278;1.018060
78;2.599999;1984;651.547500;639.990100;1.485626;1.018043
79;2.633332;1984;651.452900;639.990100;1.481905;1.017895
80;2.666666;1984;651.276400;639.990100;1.475245;1.017618
81;2.699999;1984;651.020400;639.990100;1.465846;1.017220
82;2.733332;1984;650.691100;639.990100;1.453960;1.016705
83;2.766665;1984;650.294800;639.990100;1.439895;1.016084
84;2.799999;1984;649.833400;639.990100;1.423988;1.015364
85;2.833332;1984;649.319300;639.990100;1.406608;1.014561
86;2.866665;1984;648.765600;639.990100;1.388127;1.013695
87;2.899999;1984;648.192800;639.990100;1.368914;1.012802
88;2.933332;1984;647.624000;639.990100;1.349316;1.011912
89;2.966665;1984;647.076900;639.990100;1.329657;1.011057
90;2.999999;1984;646.561200;639.990100;1.310233;1.010252
91;3.033332;1984;646.082100;639.990100;1.291315;1.009504
92;3.066665;1984;645.637600;639.990100;1.273159;1.008809
93;3.099998;1984;645.226300;639.990100;1.256008;1.008165
94;3.133332;1984;644.847000;639.990100;1.240060;1.007572
95;3.166665;1984;644.499100;639.990100;1.225514;1.007029
96;3.199998;1984;644.185700;639.990100;1.212939;1.006542
97;3.233332;1984;643.912300;639.990100;1.201932;1.006113
98;3.266665;1984;643.680000;639.990100;1.192547;1.005749
99;3.299998;1984;643.490400;639.990100;1.184829;1.005453
100;3.333332;1984;643.346400;639.990100;1.178824;1.005229
101;3.366665;1984;643.249700;639.990100;1.174576;1.005077
102;3.399998;1984;643.200000;639.990100;1.172130;1.004999
103;3.433331;1984;643.196000;639.990100;1.171514;1.004994
104;3.466665;1984;643.235500;639.990100;1.172744;1.005055
105;3.499998;1984;643.317900;639.990100;1.175806;1.005183
106;3.533331;1984;643.441100;639.990100;1.180653;1.005376
107;3.566665;1984;643.603800;639.990100;1.187214;1.005631
108;3.599998;1984;643.804800;639.990100;1.195380;1.005943
109;3.633331;1984;644.041200;639.990100;1.205178;1.006314
110;3.666665;1984;644.312100;639.990100;1.216351;1.006739
111;3.699998;1984;644.616200;639.990100;1.228620;1.007213
112;3.733331;1984;644.952000;639.990100;1.241811;1.007738
113;3.766665;1984;645.313400;639.990100;1.255748;1.008302
114;3.799998;1984;645.696800;639.990100;1.270238;1.008903
115;3.833331;1984;646.098100;639.990100;1.285088;1.009529
116;3.866664;1984;646.509300;639.990100;1.300094;1.010172
117;3.899998;1984;646.925100;639.990100;1.315071;1.010820
118;3.933331;1984;647.338100;639.990100;1.329839;1.011466
119;3.966664;1984;647.739300;639.990100;1.344367;1.012093
120;3.999998;1984;648.122300;639.990100;1.358285;1.012691
121;4.033331;1984;648.477800;639.990100;1.371350;1.013249
122;4.066664;1984;648.803200;639.990100;1.383322;1.013755
