frame;time;springs;totalCurrent;totalRest;maxStretchRatio;avgStretchRatio
0;0.000000;480;319.999800;319.999800;1.000000;1.000000
1;0.033333;480;320.025400;319.999800;1.005668;1.000080
2;0.066667;480;320.083000;319.999800;1.013672;1.000261
3;0.100000;480;320.180500;319.999800;1.023651;1.000563
4;0.133333;480;320.323200;319.999800;1.035644;1.001010
5;0.166667;480;320.516600;319.999800;1.049594;1.001614
6;0.200000;480;320.763900;319.999800;1.065364;1.002387
7;0.233333;480;321.066600;319.999800;1.082789;1.003333
8;0.266667;480;321.425900;319.999800;1.101697;1.004456
9;0.300000;480;321.841200;319.999800;1.121909;1.005755
10;0.333333;480;322.314000;319.999800;1.143224;1.007231
11;0.366667;480;322.842800;319.999800;1.165434;1.008884
12;0.400000;480;323.427600;319.999800;1.188341;1.010712
13;0.433333;480;324.067400;319.999800;1.211779;1.012710
14;0.466667;480;324.758800;319.999800;1.235622;1.014871
15;0.500000;480;325.497700;319.999800;1.259801;1.017180
16;0.533333;480;326.277100;319.999800;1.284278;1.019617
17;0.566667;480;327.087200;319.999800;1.309232;1.022148
18;0.600000;480;327.916000;319.999800;1.334749;1.024738
19;0.633333;480;328.748200;319.999800;1.360475;1.027339
20;0.666667;480;329.568900;319.999800;1.386229;1.029902
21;0.700000;480;330.361400;319.999800;1.411741;1.032379
22;0.733334;480;331.112100;319.999800;1.436647;1.034724
23;0.766667;480;331.808100;319.999800;1.460500;1.036901
24;0.800000;480;332.441500;319.999800;1.482797;1.038879
25;0.833334;480;333.004100;319.999800;1.503012;1.040638
26;0.866667;480;333.490700;319.999800;1.520639;1.042158
27;0.900000;480;333.896000;319.999800;1.535228;1.043425
28;0.933334;480;334.214800;319.999800;1.546416;1.044422
29;0.966667;480;334.442100;319.999800;1.553937;1.045131
30;1.000000;480;334.570900;319.999800;1.557631;1.045534
31;1.033334;480;334.595700;319.999800;1.557444;1.045612
32;1.066667;480;334.512500;319.999800;1.553415;1.045352
33;1.100000;480;334.318200;319.999800;1.545671;1.044744
